Costs,Total,Zone1,Zone2,Zone3,Zone4,Zone5,Zone6,Zone7,Zone8,Zone9,Zone10,Zone11,Zone12,Zone13,Zone14,Zone15,Zone16,Zone17,Zone18,Zone19,Zone20,Zone21,Zone22,Zone23,Zone24,Zone25,Zone26,planning_year,model,percent_total,case,configuration,scenario,child_scenario
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2030,USENSYS,0.0,full-base-200,base,base,carbon_price
cNetworkExp,5662266047.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2030,USENSYS,0.0,full-base-200,base,base,carbon_price
cUnmetPolicyPenalty,3714426557.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2030,USENSYS,0.0,full-base-200,base,base,carbon_price
cFix,165173470476.7,5.283058745e9,3.6004629729999995e9,4.5347851195e9,9.4173794554e9,8.1556231097e9,8.7297178776e9,3.71159616e9,5.4571592535e9,1.0062052577800001e10,6.1590952423e9,2.29902826e8,4.827689802799999e9,3.1713804561e9,4.0097528072000003e9,6.930222072700002e9,1.6754820602199997e10,5.4003718683e9,2.790557877e9,2.6787224762999997e9,7.7495963059e9,8.515228893700001e9,7.368389596999999e9,9.016338851e9,5.0620202126e9,1.30545147318e10,2.5030305823e9,2035,USENSYS,0.7,full-base-200,base,base,carbon_price
cVar,49339123639.2,3.142456013073208e8,1.7521246907701302e9,2.334544141211554e9,5.351765749760713e9,1.2021106352136414e9,2.4032559538354726e9,1.5484636746237867e9,2.479948467745932e9,1.8682550749445796e9,3.166789663001088e8,1.2718773236861028e8,4.164206775958162e8,1.085848331735007e9,6.39599197695137e8,2.4108882404392815e9,9.637683935643232e9,4.240087509575104e7,1.387894795220272e8,7.720262529795969e7,2.6612588730507365e8,3.4835168505241904e9,2.4253902740963845e9,4.457805331208592e9,6.136284746143385e8,3.807798456774397e9,1.374443136860969e8,2035,USENSYS,0.2,full-base-200,base,base,carbon_price
cNSE,598100.8,22734.4936541745,22688.682619027684,22912.87328251205,23454.39287617208,23214.06601561168,22932.59540735016,23263.382705385084,22975.65698059375,23444.462873225435,22650.489632644552,23066.203654206613,23003.641862237295,23188.84193601538,22948.199186623682,23138.01231669981,22898.98230448297,22512.418176619794,22941.913941516643,22721.926729717234,22823.474867506597,23013.966605048412,23185.905081325698,23000.137106359576,23055.452323351918,23422.619105957514,22908.040216689747,2035,USENSYS,0.0,full-base-200,base,base,carbon_price
cStart,6584490267.9,9.271146469081677e7,2.0579454844671038e8,3.2726749708283156e8,7.853493539306846e8,2.029118735773095e8,2.703517341471421e8,1.2420925555459838e8,3.6968910031030077e8,2.8868207557234e8,5.466711155063005e7,5.198386445729346e7,4.290738080946587e7,8.096927171161373e7,1.3040787215031554e8,4.997624284717799e8,9.001730031447971e8,1.7194764755671915e7,1.8147491492553025e7,1.1670622479501234e7,8.168492014227325e7,3.5903151270665425e8,2.9687353808030754e8,6.121562226023145e8,9.176505018980904e7,6.286482580805601e8,3.948005171287488e7,2035,USENSYS,0.0,full-base-200,base,base,carbon_price
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2035,USENSYS,0.0,full-base-200,base,base,carbon_price
cNetworkExp,8846328222.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2035,USENSYS,0.0,full-base-200,base,base,carbon_price
cUnmetPolicyPenalty,3663718001.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2035,USENSYS,0.0,full-base-200,base,base,carbon_price
cFix,187979368628.3,6.2458933105e9,4.0559300178999996e9,6.0270092442e9,1.05939077004e10,1.1073153873699999e10,9.632858456599998e9,3.90092198e9,6.3053768265e9,1.18606229038e10,7.499232389299999e9,5.740508560000001e8,5.404667245799998e9,3.1914570907000003e9,4.2390588852000003e9,7.6737109877e9,1.86339381952e10,6.159501357299999e9,2.9567393640000005e9,2.9791058523000007e9,7.9337670904e9,9.252561759099998e9,7.918224296e9,1.0210773253999998e10,6.0259433406e9,1.49329609208e10,2.6980014303e9,2040,USENSYS,0.7,full-base-200,base,base,carbon_price
cVar,55995267331.5,3.164349794533152e8,2.183723142630434e9,3.554873493878538e9,5.792567168179769e9,1.1201569587660742e9,2.67740255435433e9,1.7082062308871644e9,2.798862678745219e9,2.3300479955405626e9,8.327326655472237e8,1.3201105673798403e8,3.944753086598184e8,1.0500532506224468e9,5.667700889862462e8,2.1087839896981828e9,1.1171918573733444e10,4.3377194797646236e8,1.3391225006417224e8,8.180442151792014e7,2.3338768426501042e8,3.9625130666852293e9,2.68988234738984e9,4.577943722322869e9,7.216000597518526e8,4.307507886721238e9,1.1392380850720562e8,2040,USENSYS,0.2,full-base-200,base,base,carbon_price
cNSE,12377199.5,9372.949904134122,9003.519600252523,9026.13645783278,9322.099355056054,10181.154102733957,9054.494507275387,9599.254094896112,9207.273248803023,8730.009867353125,1.214601357281377e7,9472.753616267843,9630.504046519809,9487.05543451973,9597.8726233809,9464.103786272493,9160.71214181117,8547.625881013873,9448.031112338595,8987.202232016782,9347.199920531264,9187.085149492126,9164.733838891416,9134.522028954807,8231.421802972709,9490.095166817506,9338.11918623832,2040,USENSYS,0.0,full-base-200,base,base,carbon_price
cStart,9173794320.8,1.404324219137076e8,3.8784422815334404e8,7.333313373520992e8,1.0344468790124465e9,1.9429479272493657e8,3.6599484988173485e8,1.6745164250715506e8,5.166485918968872e8,4.185840654485462e8,1.6084870324881884e8,3.8733848459130295e7,4.748135918864886e7,1.025063466402995e8,1.3090998598199955e8,4.9614381537731194e8,1.1453236362630997e9,1.078160253445603e8,2.376659359144969e7,1.6361530884496566e7,1.0391687941863541e8,5.0543253941629577e8,4.186384504547211e8,8.153334749615723e8,1.8336062933445016e8,8.695116850213603e8,4.86800083061291e7,2040,USENSYS,0.0,full-base-200,base,base,carbon_price
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2040,USENSYS,0.0,full-base-200,base,base,carbon_price
cNetworkExp,10231863566.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2040,USENSYS,0.0,full-base-200,base,base,carbon_price
cUnmetPolicyPenalty,10198954984.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2040,USENSYS,0.0,full-base-200,base,base,carbon_price
cFix,213164160265.9,7.582816725500001e9,5.129272782900001e9,7.509172681700002e9,1.1663553217400002e10,1.24493608007e10,1.0423454716599998e10,4.316558649e9,7.1899546795e9,1.3584745192300001e10,9.2940471803e9,7.509744949999999e8,6.204068970999999e9,3.268269402700001e9,5.4897751177e9,8.497285147500001e9,1.9968999992900005e10,7.3753298885e9,2.9725485292e9,3.4219983848e9,8.6524767294e9,1.02946484391e10,8.592094464e9,1.17942902735e10,7.492695814800001e9,1.6287063277599998e10,2.9587047122999997e9,2045,USENSYS,0.7,full-base-200,base,base,carbon_price
cVar,64876343674.0,2.926313571674836e8,2.883727497893311e9,4.585190707797232e9,6.616896811032568e9,1.1500035278832064e9,2.9171512627857275e9,1.9482193606165545e9,3.3540002504397173e9,3.2035874904788423e9,1.5754919531153054e9,1.4548588248045325e8,4.054162780122046e8,1.1311875929629376e9,5.339643239831571e8,2.063861672174669e9,1.2331025034261427e10,4.7011909686279494e8,1.411795072356698e8,8.702363407227226e7,2.354805636770836e8,4.725818914168035e9,3.2634565898843937e9,5.062447482338443e9,6.904284011539243e8,4.952464022423425e9,1.1008445912571779e8,2045,USENSYS,0.2,full-base-200,base,base,carbon_price
cNSE,939089.6,34292.76808374015,33292.80432932341,35160.583455280415,36721.59737150674,34923.66545942639,33724.54124621359,34791.52701399867,34305.71359097513,82350.87403397073,34527.068299832725,33497.98717431146,32963.63418963452,34552.24444851106,33868.38883097105,36796.41838255038,35306.87418406143,30044.638647725373,32061.666287988566,31277.837516325886,33655.376235626405,35059.10669127855,36656.70389777839,35625.387465932,35227.753829142304,37183.03391476107,31221.43728920033,2045,USENSYS,0.0,full-base-200,base,base,carbon_price
cStart,10347532984.2,1.1736441313340177e8,4.8668069618154925e8,8.256938064297293e8,1.1946804128352602e9,1.7277646395250833e8,4.068897613697706e8,1.9853802168353632e8,6.232870188027202e8,5.452072013008534e8,2.5706911103320932e8,3.3087310331634413e7,4.291183496612404e7,1.153630748097697e8,1.1558801737352861e8,4.519708573375431e8,1.1918921206480167e9,1.1960023319979566e8,2.8320212758947756e7,1.9597356859693512e7,1.1335282168025579e8,6.286726929073758e8,5.1854323090563595e8,9.737417844869497e8,1.491255250279856e8,9.687813898659884e8,4.8797614356097735e7,2045,USENSYS,0.0,full-base-200,base,base,carbon_price
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2045,USENSYS,0.0,full-base-200,base,base,carbon_price
cNetworkExp,11771814943.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2045,USENSYS,0.0,full-base-200,base,base,carbon_price
cUnmetPolicyPenalty,20597254927.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2045,USENSYS,0.1,full-base-200,base,base,carbon_price
cFix,231724297936.7,8.6316617503e9,5.955296074900001e9,9.220445743700003e9,1.28020149346e10,1.2703431978699999e10,1.1177276901600002e10,4.6634995988e9,7.2489555655e9,1.46689189815e10,1.0906354757300001e10,7.06877704e8,6.402369666999999e9,3.6335881627000003e9,5.732285227400001e9,9.7312908635e9,2.02606459709e10,7.9273668677e9,3.240109554e9,3.8563059037999997e9,9.0674019104e9,1.15750160891e10,9.3742849504e9,1.2775901292999998e10,8.528236748800002e9,1.75456501411e10,3.389110596e9,2050,USENSYS,0.7,full-base-200,base,base,carbon_price
cVar,66531698216.2,2.5871130377780333e8,3.05678111933864e9,4.561499749958973e9,6.682460955671876e9,1.1497276146399083e9,3.488675952735502e9,2.1473394916275682e9,3.4862222854177017e9,2.945516564859499e9,1.7018439621737924e9,1.445542152944053e8,3.08124711802541e8,1.4877335293628592e9,4.9712033759115523e8,1.9513670718215475e9,1.2085253520831558e10,4.2567342592329794e8,1.3275937345172073e8,8.136252423557837e7,2.4716538699433216e8,4.8409050364746685e9,3.5221923910531955e9,5.109040962269292e9,6.165197589213756e8,5.512382344297266e9,9.076462568732609e7,2050,USENSYS,0.2,full-base-200,base,base,carbon_price
cNSE,34697561.9,85181.29875590034,85132.57812936304,87594.23777653794,92952.25382834274,7.846478789171637e6,88745.12795069342,87738.15218373637,89517.72432260484,7.785018614769405e6,1.7077221117952608e7,80747.25461526832,77840.8875208697,80475.63137758193,87228.83655618377,89978.2254727017,89545.92739585032,84858.01858306535,78203.46493173904,76860.46059265055,89134.34900012503,89987.56819826848,90767.45420013965,87089.51039816036,86207.33825133056,104981.38969985412,78075.6718333566,2050,USENSYS,0.0,full-base-200,base,base,carbon_price
cStart,10047307991.5,9.142700824011585e7,5.294389182762018e8,7.112958878933789e8,1.2811698069614632e9,1.704305387451666e8,4.36571536724867e8,1.8161203262693158e8,6.001592592718444e8,4.368416838549409e8,2.4624254127339703e8,3.242417420594009e7,3.968561890603507e7,1.4601258042243072e8,9.38343225350582e7,3.988650254281913e8,1.1670069975169258e9,9.65497464593986e7,2.0620487406860113e7,1.4935446156041719e7,9.87268439417088e7,6.703498548976897e8,5.2776898083853656e8,9.995069183553141e8,1.002946327029102e8,9.132588659666197e8,4.2278281907587335e7,2050,USENSYS,0.0,full-base-200,base,base,carbon_price
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2050,USENSYS,0.0,full-base-200,base,base,carbon_price
cNetworkExp,12578031382.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2050,USENSYS,0.0,full-base-200,base,base,carbon_price
cUnmetPolicyPenalty,26491856918.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2050,USENSYS,0.1,full-base-200,base,base,carbon_price
cFix,3444569956187.3,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,USENSYS,0.7,full-base-200,base,base,carbon_price
cNSE,200293633.6,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,USENSYS,0.0,full-base-200,base,base,carbon_price
cNetworkExp,172397859946.2,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,USENSYS,0.0,full-base-200,base,base,carbon_price
cStart,141963001547.7,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,USENSYS,0.0,full-base-200,base,base,carbon_price
cUnmetPolicyPenalty,217200191494.8,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,USENSYS,0.0,full-base-200,base,base,carbon_price
cUnmetRsv,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,USENSYS,0.0,full-base-200,base,base,carbon_price
cVar,1189895172931.2,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,USENSYS,0.2,full-base-200,base,base,carbon_price
cFix,68470159953.6,2.3600296439700003e9,9.065202403e8,8.3657966367e8,1.7456101606100001e9,2.7245503046900005e9,3.75921882217e9,1.3673616331100001e9,2.7395393085699997e9,3.36162686895e9,2.393639199250001e9,1.0429691239999998e8,4.62344565283e9,2.4910495157299995e9,1.42077234203e9,4.548676130809999e9,4.953226458049999e9,1.98389238393e9,1.25655410977e9,1.60920767978e9,2.38486268631e9,4.17823469817e9,4.27298580866e9,3.08518957875e9,2.43256834734e9,5.73363677658e9,1.1968850272000003e9,2027,GenX,0.6,full-current-policies,base,current_policies,none
cVar,47115660480.4,6.292047415324488e8,1.4069364345687056e9,1.2737875469463623e9,5.713584810676177e9,9.951563848869095e8,1.7942850167052388e9,1.3131787278449934e9,2.6740883490142255e9,1.600524767281986e9,9.317126031046774e8,5.2787681456690675e8,-4.4117934751310706e7,1.3457862926110153e9,5.718396302969759e8,4.389225128850373e9,5.320815581225298e9,5.12007040550345e8,8.898616374877286e8,3.1175491753778106e8,5.467363819545485e8,3.3443261603137803e9,2.325368151686459e9,4.0919489386725187e9,1.3512337448318894e9,2.99038339082954e9,3.081552212208279e8,2027,GenX,0.4,full-current-policies,base,current_policies,none
cNSE,39903704.7,853.6224043970175,940.2696235897979,907.4008044455262,984.3906224299335,3.2836098123192783e7,935.8024241152697,896.3445494833493,922.2620882764597,928.6379737474249,902.9696987459537,7.045171007589984e6,953.1377658709384,983.51978895086,793.9190186193126,1050.2797342541123,951.7244702226184,870.4084622091241,910.4673101397235,900.5750729436418,919.3204524482559,936.1105921457942,962.0636480053649,999.46993425755,916.8935153501027,1020.7679764751599,995.175277925565,2027,GenX,0.0,full-current-policies,base,current_policies,none
cStart,579591361.8,1.988037320811573e6,994735.1844498727,3.8414099350787345e6,1.610005707999685e6,2.4393950658499766e7,2.008926775055417e7,5.0353178418410355e6,7.505067989224039e6,8.293294077578096e7,941928.1940182856,5.706788010204318e6,4.7924377898750626e7,1.3690547232777545e7,3.6649693445317927e6,5.217033019012488e6,4.587465911413034e6,2.511756044461323e7,2.9837436727977403e7,2.2697406145357646e7,4.644317977497622e7,3.9754620987311853e6,7.447063689245443e6,2.0376464767080008e6,3.0187483774952027e6,1.9040944880566108e8,1.8483566449571267e7,2027,GenX,0.0,full-current-policies,base,current_policies,none
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2027,GenX,0.0,full-current-policies,base,current_policies,none
cNetworkExp,463725048.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2027,GenX,0.0,full-current-policies,base,current_policies,none
cUnmetPolicyPenalty,83342300.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2027,GenX,0.0,full-current-policies,base,current_policies,none
cFix,82310680471.1,3.01010087569e9,1.2848177923100002e9,1.5860992124699996e9,2.3573187555899997e9,4.66532291936e9,4.468940567709999e9,1.5969533294299998e9,2.7060075017499995e9,3.8204768116099997e9,2.9156438115500007e9,9.066818039999999e7,5.973891939740002e9,2.4906933861599994e9,2.21011917381e9,5.614046319570001e9,4.79957783624e9,2.2487708722400002e9,1.4728421191399999e9,1.8696945374900002e9,2.8388865096199994e9,4.804694286089999e9,4.94608446556e9,3.448138508e9,3.32307238092e9,6.227719394219999e9,1.5400989844e9,2030,GenX,0.6,full-current-policies,base,current_policies,none
cVar,43201450873.2,3.647693478299715e8,1.3544622730913155e9,1.0302183392761301e9,5.434149471030876e9,6.183156016417562e8,1.4855097338467214e9,1.252776051020225e9,2.602810658095761e9,1.5783891553675115e9,8.779380235094155e8,4.2958108399093014e8,-9.603237257849617e7,1.431590528944228e9,6.193115220135458e8,4.353862652879925e9,5.15723766963967e9,1.6942360329949197e8,7.497573380122631e8,1.5290979200778463e8,3.7157990224763113e8,3.4351570794729915e9,1.8479981052625852e9,4.359361983623805e9,8.868212782518208e8,2.5776953769755144e9,1.5585667448099238e8,2030,GenX,0.3,full-current-policies,base,current_policies,none
cNSE,249201450.7,841.9961074025694,844.184487566877,861.2502909774618,907.4722793837761,2.405322717493138e8,859.6769164234987,126987.55525033448,865.4296396104739,873.6271050083272,785.5881849714594,8.522080180682827e6,816.5568747820763,925.6700477906771,858.3057674024085,1062.281012130682,874.9419703930288,775.8007465102278,819.2594092915448,791.0845497195537,851.8564961611612,881.8602077931661,877.1232775838067,989.5369952956494,828.2682222298307,1042.0024763484046,877.4268186372839,2030,GenX,0.0,full-current-policies,base,current_policies,none
cStart,818887712.3,1.2299535062345164e7,5.153039665851473e6,1.0505837738563374e7,4.103168507496525e6,4.842316266559246e7,4.43162101139221e7,1.2133615641397055e7,2.6595204085967645e7,1.0775100898914632e8,5.694148612042143e6,9.53618566140597e6,3.525269705911474e7,2.3119381168534506e7,9.148318095728062e6,2.2775561473979834e7,1.6442919094281932e7,2.6559298002524104e7,3.4323648939771414e7,2.48135736751941e7,5.0388009385337986e7,7.510810842381139e6,2.2049105194627136e7,4.381138986303332e6,1.3150679300262472e7,2.2005149697351128e8,2.2409957317932144e7,2030,GenX,0.0,full-current-policies,base,current_policies,none
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2030,GenX,0.0,full-current-policies,base,current_policies,none
cNetworkExp,1166725776.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2030,GenX,0.0,full-current-policies,base,current_policies,none
cUnmetPolicyPenalty,93225685.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2030,GenX,0.0,full-current-policies,base,current_policies,none
cFix,113795871524.1,3.748653552059999e9,2.1591226269900002e9,2.5468759242700005e9,4.584036078900002e9,7.682054477130001e9,5.61799612976e9,2.49771540046e9,3.45501673997e9,6.436822285790001e9,4.473605406000001e9,5.619745867899998e8,7.256388558250001e9,2.5447905164100003e9,3.2369761728800006e9,7.089713906590001e9,6.990548844589999e9,2.78259392539e9,2.1992566547399993e9,2.0045934632600002e9,4.6083071822e9,5.87960995165e9,6.457913725870002e9,5.33905401004e9,3.94369875132e9,7.616676951920001e9,2.0818757008399994e9,2035,GenX,0.7,full-current-policies,base,current_policies,none
cVar,38513408649.6,4.569155473945107e8,1.6052062398752177e9,1.3944113536392336e9,4.81824273488541e9,9.484749607891318e8,1.0004042356646758e9,1.0009411848301262e9,2.5396910083275847e9,7.052100357935705e8,6.647385449748836e8,6.87094710056678e8,-7.098088329187883e7,1.6094239879025748e9,6.366935999004133e8,4.693477714448988e9,3.93063058386729e9,7.43560753451282e7,3.9447846604922575e8,9.313084719024402e7,-2.3025031459152254e8,3.0143136376455083e9,1.1341528277824852e9,4.2263672468650637e9,7.404050861917088e8,2.581090757601447e9,-1.3521153952064067e8,2035,GenX,0.2,full-current-policies,base,current_policies,none
cNSE,848046881.2,1805.4583292437828,1792.7922378011156,2.8163659321771637e6,393586.5387199618,3.6548348396368235e8,1792.8998185404434,1.1012029800670614e7,1825.2551440219736,9.989005824509196e7,2.331414970177437e8,1.1595785096708514e8,1859.4996413277167,1872.5768210746237,1963.6346610744267,1.3633357790971207e7,1865.1970545854056,1788.962210414234,1808.803422670152,1793.6854009711972,1819.2638996897522,5.458396092110957e6,1867.1329564422285,1876.4299645728377,1853.2497368484994,230851.33053072027,1818.6985641853223,2035,GenX,0.0,full-current-policies,base,current_policies,none
cStart,1506036608.2,2.9583219240598105e7,4.070359848183337e7,6.0206542106416635e7,5.706990573848192e7,6.6020702123896584e7,8.130862405336292e7,3.401459778485084e7,7.011753575392355e7,1.3814199069144267e8,1.491755145946613e7,1.1736841246615909e7,4.491415304111972e7,5.167226440059429e7,2.1908798288547263e7,5.0701299228648566e7,5.361842768167462e7,4.021537440921231e7,4.054808494444254e7,2.9702698380490165e7,6.5811063238208674e7,4.061061719762425e7,4.560516125928798e7,3.658406420236914e7,5.186427339605543e7,3.0490771492790115e8,2.3551504910777137e7,2035,GenX,0.0,full-current-policies,base,current_policies,none
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2035,GenX,0.0,full-current-policies,base,current_policies,none
cNetworkExp,2721718011.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2035,GenX,0.0,full-current-policies,base,current_policies,none
cUnmetPolicyPenalty,18441719.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2035,GenX,0.0,full-current-policies,base,current_policies,none
cFix,140203683382.8,4.85458818527e9,2.728313916070001e9,3.87577064335e9,5.89010020442e9,8.64042663575e9,6.176360672299999e9,3.0304905118599997e9,4.33179963143e9,8.17594166742e9,6.167773562789998e9,7.9796808695e8,8.278751135930002e9,3.0936408282099996e9,3.78967462416e9,8.544378615629999e9,8.677193379259998e9,4.716633450959999e9,2.9272911459500003e9,2.1098911484200003e9,5.432910182840001e9,7.829959605570002e9,7.823913206740001e9,5.71605200992e9,4.453827693840001e9,9.39118623677e9,2.7488464009499993e9,2040,GenX,0.8,full-current-policies,base,current_policies,none
cVar,32138090355.6,1.4338796886126292e8,1.5296879489074857e9,2.219364686926545e9,4.87375364709055e9,1.2119968801621647e9,6.740218754612238e8,1.130562645322344e9,2.4540212394858856e9,6.197220842694165e8,5.613643451492646e8,7.836232188704935e8,-4.1402697302400255e8,1.2481127337440815e9,4.786878268932546e8,4.862898724241741e9,3.4577921117924137e9,-1.0358450656377106e9,-5.16263570716932e7,-1.9387790932203382e7,-7.32436669671283e8,2.31504846696834e9,5.396188093203541e8,3.6669124847011013e9,4.13875115504945e8,1.7946264610359156e9,-5.876660628002335e8,2040,GenX,0.2,full-current-policies,base,current_policies,none
cNSE,1784942943.0,5.961241423729214e7,1830.3914444342727,3.818678270550851e7,3.364168360488492e7,4.759185777844587e8,2.3980727448715165e7,8.696716334117876e6,1805.804109463109,7.862291746508804e7,4.7557769313694304e8,2.2944110604780298e8,1855.2363071532575,1841.234384729827,5.156155918458204e7,6.389942196257012e7,1.4686822888454862e7,2.6010862755426937e6,1822.4284765475124,1820.3178770524105,1846.4402581234062,2.2253321573966786e7,2.07813995904602e7,6.361920736464011e6,2.0210074072132397e7,1.5889403381931847e8,1862.2952021746967,2040,GenX,0.0,full-current-policies,base,current_policies,none
cStart,2127435800.4,5.942787482157439e7,8.436018436310741e7,1.0011287558440946e8,1.288729468826208e8,6.91241044255458e7,9.462061757330619e7,3.1475030446884107e7,1.142460246445371e8,1.4069925652278003e8,3.637082923578139e7,1.215912858763838e7,2.821594329372485e7,5.007744338176698e7,2.7936083815577935e7,6.396575525424758e7,7.215877194911316e7,4.440663769020815e7,3.987445115668665e7,3.1910640075141232e7,7.317707599400061e7,1.1519826291989057e8,7.924070987358205e7,1.0100788321895878e8,1.1387536271061127e8,3.9131986538034385e8,2.3602040565093726e7,2040,GenX,0.0,full-current-policies,base,current_policies,none
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2040,GenX,0.0,full-current-policies,base,current_policies,none
cNetworkExp,4875284991.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2040,GenX,0.0,full-current-policies,base,current_policies,none
cUnmetPolicyPenalty,15787.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2040,GenX,0.0,full-current-policies,base,current_policies,none
cFix,154398893157.7,5.362102314820001e9,3.542564147149999e9,4.780843411820001e9,6.785470529750001e9,9.348904064220001e9,7.521756226100001e9,3.2342550519099994e9,4.379041926000001e9,9.30823730869e9,6.74427240525e9,1.08900053167e9,8.9196399677e9,3.08301059403e9,3.8085307839299994e9,9.662280124380001e9,9.73199369354e9,5.022921107220001e9,2.729860336320001e9,2.2148408148500004e9,5.266647602199998e9,8.477584076129999e9,8.427892209630001e9,6.46866200237e9,4.982457500099999e9,1.0898052869029999e10,2.608071558850001e9,2045,GenX,0.7,full-current-policies,base,current_policies,none
cVar,70677630274.9,2.103458046821208e9,2.5050776033330874e9,4.076826191517229e9,6.550163283453934e9,1.7536090435836666e9,3.6005267340851645e9,1.8969672288853211e9,3.411584859109571e9,3.572083138536143e9,2.6516896923927712e9,8.828110335628603e8,5.678673083805529e8,1.4689814848917534e9,6.962739762793418e8,5.407974948332752e9,6.344663143671683e9,8.101492658580012e8,5.321943864996842e8,4.611928527204446e8,1.0506506927253715e9,3.750346678248117e9,3.013950186998088e9,5.428257713563287e9,2.0022598565119586e9,5.885378964855906e9,2.526919600132828e8,2045,GenX,0.3,full-current-policies,base,current_policies,none
cNSE,2052526970.4,3.726746732500412e7,1.1218687396389253e6,1.0330780801404474e7,2.4338827688078515e7,4.6302687802482253e8,1.2115846344239295e7,1.3425715458694754e7,2.325664009152529e7,5.855776769777726e7,4.483164692272373e8,3.072622763404498e8,13584.368602026085,14391.378976188556,1.0691110837874497e8,7.460776899500299e7,12541.226499108574,2.1245504456155986e7,2.8842416081517346e7,13198.056804711661,2.202459174695038e7,2.6329724757234078e7,6.0920495755969495e7,6.585184305970293e7,2.8731957938582323e7,2.1797400902183637e8,13297.391569755391,2045,GenX,0.0,full-current-policies,base,current_policies,none
cStart,1813861877.5,4.820596357906012e7,6.68853429673551e7,5.749429084669485e7,8.949696985475576e7,1.0009837003725575e8,7.452399950856516e7,2.8376613806143943e7,9.297662376417339e7,1.1167737437842192e8,3.179030792231681e7,1.453502263475324e7,2.907968692443501e7,4.087518149950692e7,3.0305061175848383e7,7.512377581968494e7,5.765175841072309e7,5.1146545564694606e7,2.6119813952471398e7,2.5104610956881285e7,6.808226807869464e7,9.83322475588315e7,6.870045507144365e7,9.511741012986013e7,8.955563833958559e7,3.269030629037864e8,1.5703481784732861e7,2045,GenX,0.0,full-current-policies,base,current_policies,none
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2045,GenX,0.0,full-current-policies,base,current_policies,none
