Zone,value,zone,planning_year,model,agg_zone,case,scenario,configuration,child_scenario
21,6718245.069781555,SRCA,2030,GenX,SOU,full-base-1000,base,base,carbon_price
22,8034364.051526475,SRCE,2030,GenX,MISO,full-base-1000,base,base,carbon_price
23,13858193.804401709,SRSE,2030,GenX,SOU,full-base-1000,base,base,carbon_price
24,4218193.888247881,SRSG,2030,GenX,WECC,full-base-1000,base,base,carbon_price
25,16819207.999085512,TRE,2030,GenX,TRE,full-base-1000,base,base,carbon_price
26,2695469.419128453,TREW,2030,GenX,TRE,full-base-1000,base,base,carbon_price
1,3632830.070549039,BASN,2035,GenX,WECC,full-base-1000,base,base,carbon_price
2,3635167.7078568814,CANO,2035,GenX,CA,full-base-1000,base,base,carbon_price
3,5542959.063671368,CASO,2035,GenX,CA,full-base-1000,base,base,carbon_price
4,9730982.276481032,FRCC,2035,GenX,SOU,full-base-1000,base,base,carbon_price
5,12480673.747889517,ISNE,2035,GenX,NE,full-base-1000,base,base,carbon_price
6,3071152.357242203,MISC,2035,GenX,MISO,full-base-1000,base,base,carbon_price
7,2287099.943563673,MISE,2035,GenX,MISO,full-base-1000,base,base,carbon_price
8,8339737.784761972,MISS,2035,GenX,MISO,full-base-1000,base,base,carbon_price
9,4565972.709071632,MISW,2035,GenX,MISO,full-base-1000,base,base,carbon_price
10,2557717.769644755,NWPP,2035,GenX,WECC,full-base-1000,base,base,carbon_price
11,1962856.8650892728,NYCW,2035,GenX,NE,full-base-1000,base,base,carbon_price
12,2422574.0602494176,NYUP,2035,GenX,NE,full-base-1000,base,base,carbon_price
13,3196681.1777592725,PJMC,2035,GenX,PJM,full-base-1000,base,base,carbon_price
14,5744799.488992499,PJMD,2035,GenX,PJM,full-base-1000,base,base,carbon_price
15,18791002.022108268,PJME,2035,GenX,PJM,full-base-1000,base,base,carbon_price
16,11792727.004890775,PJMW,2035,GenX,PJM,full-base-1000,base,base,carbon_price
17,648503.2030411728,RMRG,2035,GenX,WECC,full-base-1000,base,base,carbon_price
18,679098.3070965781,SPPC,2035,GenX,SPP,full-base-1000,base,base,carbon_price
19,282406.2768189743,SPPN,2035,GenX,SPP,full-base-1000,base,base,carbon_price
20,3189931.1338020815,SPPS,2035,GenX,SPP,full-base-1000,base,base,carbon_price
21,4699473.1649491405,SRCA,2035,GenX,SOU,full-base-1000,base,base,carbon_price
22,5280791.367567244,SRCE,2035,GenX,MISO,full-base-1000,base,base,carbon_price
23,8821963.473242115,SRSE,2035,GenX,SOU,full-base-1000,base,base,carbon_price
24,4090462.6583491936,SRSG,2035,GenX,WECC,full-base-1000,base,base,carbon_price
25,10363255.149230495,TRE,2035,GenX,TRE,full-base-1000,base,base,carbon_price
26,1681637.4379338557,TREW,2035,GenX,TRE,full-base-1000,base,base,carbon_price
1,2823096.9520557914,BASN,2040,GenX,WECC,full-base-1000,base,base,carbon_price
2,3264823.0972127113,CANO,2040,GenX,CA,full-base-1000,base,base,carbon_price
3,4077649.898258781,CASO,2040,GenX,CA,full-base-1000,base,base,carbon_price
4,7552157.883594899,FRCC,2040,GenX,SOU,full-base-1000,base,base,carbon_price
5,7053430.571215363,ISNE,2040,GenX,NE,full-base-1000,base,base,carbon_price
6,2489482.392468456,MISC,2040,GenX,MISO,full-base-1000,base,base,carbon_price
7,1802626.158981384,MISE,2040,GenX,MISO,full-base-1000,base,base,carbon_price
8,5209766.725590815,MISS,2040,GenX,MISO,full-base-1000,base,base,carbon_price
9,3463399.9568058485,MISW,2040,GenX,MISO,full-base-1000,base,base,carbon_price
10,2062045.5489699023,NWPP,2040,GenX,WECC,full-base-1000,base,base,carbon_price
11,1151986.9013221613,NYCW,2040,GenX,NE,full-base-1000,base,base,carbon_price
12,1544539.0936328005,NYUP,2040,GenX,NE,full-base-1000,base,base,carbon_price
13,2024765.530782237,PJMC,2040,GenX,PJM,full-base-1000,base,base,carbon_price
14,3626860.191888072,PJMD,2040,GenX,PJM,full-base-1000,base,base,carbon_price
15,9974263.680962903,PJME,2040,GenX,PJM,full-base-1000,base,base,carbon_price
16,10050131.353191271,PJMW,2040,GenX,PJM,full-base-1000,base,base,carbon_price
17,611316.7660666453,RMRG,2040,GenX,WECC,full-base-1000,base,base,carbon_price
18,421074.00784573506,SPPC,2040,GenX,SPP,full-base-1000,base,base,carbon_price
19,223899.43138836187,SPPN,2040,GenX,SPP,full-base-1000,base,base,carbon_price
20,1982666.9513695096,SPPS,2040,GenX,SPP,full-base-1000,base,base,carbon_price
21,3749604.604851988,SRCA,2040,GenX,SOU,full-base-1000,base,base,carbon_price
22,3436476.892383259,SRCE,2040,GenX,MISO,full-base-1000,base,base,carbon_price
23,6140911.94674884,SRSE,2040,GenX,SOU,full-base-1000,base,base,carbon_price
24,3004783.591085976,SRSG,2040,GenX,WECC,full-base-1000,base,base,carbon_price
25,6825153.265161744,TRE,2040,GenX,TRE,full-base-1000,base,base,carbon_price
26,986892.516200422,TREW,2040,GenX,TRE,full-base-1000,base,base,carbon_price
1,639393.0016409677,BASN,2045,GenX,WECC,full-base-1000,base,base,carbon_price
2,1821134.400912024,CANO,2045,GenX,CA,full-base-1000,base,base,carbon_price
3,2096696.3827808285,CASO,2045,GenX,CA,full-base-1000,base,base,carbon_price
4,3798370.999218333,FRCC,2045,GenX,SOU,full-base-1000,base,base,carbon_price
5,2233197.38189198,ISNE,2045,GenX,NE,full-base-1000,base,base,carbon_price
6,1864203.1776608073,MISC,2045,GenX,MISO,full-base-1000,base,base,carbon_price
7,1201701.6038186965,MISE,2045,GenX,MISO,full-base-1000,base,base,carbon_price
8,2699420.9591434062,MISS,2045,GenX,MISO,full-base-1000,base,base,carbon_price
9,2078697.9290680883,MISW,2045,GenX,MISO,full-base-1000,base,base,carbon_price
10,1253081.4358240557,NWPP,2045,GenX,WECC,full-base-1000,base,base,carbon_price
11,359308.49399861065,NYCW,2045,GenX,NE,full-base-1000,base,base,carbon_price
12,562749.2571010637,NYUP,2045,GenX,NE,full-base-1000,base,base,carbon_price
13,899836.8978008215,PJMC,2045,GenX,PJM,full-base-1000,base,base,carbon_price
14,799137.124907478,PJMD,2045,GenX,PJM,full-base-1000,base,base,carbon_price
15,3121716.4395969557,PJME,2045,GenX,PJM,full-base-1000,base,base,carbon_price
16,8033894.634136026,PJMW,2045,GenX,PJM,full-base-1000,base,base,carbon_price
17,249307.59555663535,RMRG,2045,GenX,WECC,full-base-1000,base,base,carbon_price
18,165354.3017363501,SPPC,2045,GenX,SPP,full-base-1000,base,base,carbon_price
19,85081.85873768423,SPPN,2045,GenX,SPP,full-base-1000,base,base,carbon_price
20,768265.5570975976,SPPS,2045,GenX,SPP,full-base-1000,base,base,carbon_price
21,2359959.483752551,SRCA,2045,GenX,SOU,full-base-1000,base,base,carbon_price
22,1995590.365631876,SRCE,2045,GenX,MISO,full-base-1000,base,base,carbon_price
23,3342565.440817647,SRSE,2045,GenX,SOU,full-base-1000,base,base,carbon_price
24,608096.0750046354,SRSG,2045,GenX,WECC,full-base-1000,base,base,carbon_price
25,3548232.3942822944,TRE,2045,GenX,TRE,full-base-1000,base,base,carbon_price
26,417301.9775541482,TREW,2045,GenX,TRE,full-base-1000,base,base,carbon_price
1,263214.24652606476,BASN,2050,GenX,WECC,full-base-1000,base,base,carbon_price
2,1321499.4902366996,CANO,2050,GenX,CA,full-base-1000,base,base,carbon_price
3,1456297.8414524663,CASO,2050,GenX,CA,full-base-1000,base,base,carbon_price
4,2726094.1734703537,FRCC,2050,GenX,SOU,full-base-1000,base,base,carbon_price
5,565945.0813947972,ISNE,2050,GenX,NE,full-base-1000,base,base,carbon_price
6,1405014.697704153,MISC,2050,GenX,MISO,full-base-1000,base,base,carbon_price
7,1030106.2886011708,MISE,2050,GenX,MISO,full-base-1000,base,base,carbon_price
8,1522956.1813819562,MISS,2050,GenX,MISO,full-base-1000,base,base,carbon_price
9,1389034.2008785678,MISW,2050,GenX,MISO,full-base-1000,base,base,carbon_price
10,821667.2809221112,NWPP,2050,GenX,WECC,full-base-1000,base,base,carbon_price
11,147509.87663347975,NYCW,2050,GenX,NE,full-base-1000,base,base,carbon_price
12,250242.89085353375,NYUP,2050,GenX,NE,full-base-1000,base,base,carbon_price
13,355037.64312668506,PJMC,2050,GenX,PJM,full-base-1000,base,base,carbon_price
14,187032.8427782363,PJMD,2050,GenX,PJM,full-base-1000,base,base,carbon_price
15,1240771.0234000362,PJME,2050,GenX,PJM,full-base-1000,base,base,carbon_price
16,6780117.068844012,PJMW,2050,GenX,PJM,full-base-1000,base,base,carbon_price
17,137306.08370409516,RMRG,2050,GenX,WECC,full-base-1000,base,base,carbon_price
18,69703.75798589672,SPPC,2050,GenX,SPP,full-base-1000,base,base,carbon_price
19,30853.822849939163,SPPN,2050,GenX,SPP,full-base-1000,base,base,carbon_price
20,374073.0983740026,SPPS,2050,GenX,SPP,full-base-1000,base,base,carbon_price
21,1719144.864720055,SRCA,2050,GenX,SOU,full-base-1000,base,base,carbon_price
22,1131796.4703313073,SRCE,2050,GenX,MISO,full-base-1000,base,base,carbon_price
23,1855329.385132464,SRSE,2050,GenX,SOU,full-base-1000,base,base,carbon_price
24,225500.7817689156,SRSG,2050,GenX,WECC,full-base-1000,base,base,carbon_price
25,2401829.887212409,TRE,2050,GenX,TRE,full-base-1000,base,base,carbon_price
26,172104.8415096116,TREW,2050,GenX,TRE,full-base-1000,base,base,carbon_price
1,20034966.672757324,BASN,2027,Switch,WECC,full-base-1000,base,base,carbon_price
2,20469941.20133652,CANO,2027,Switch,CA,full-base-1000,base,base,carbon_price
3,21155188.531523615,CASO,2027,Switch,CA,full-base-1000,base,base,carbon_price
4,76096130.95174943,FRCC,2027,Switch,SOU,full-base-1000,base,base,carbon_price
5,28746878.130806804,ISNE,2027,Switch,NE,full-base-1000,base,base,carbon_price
6,41809040.4437923,MISC,2027,Switch,MISO,full-base-1000,base,base,carbon_price
7,31455349.462252498,MISE,2027,Switch,MISO,full-base-1000,base,base,carbon_price
8,51689854.890898414,MISS,2027,Switch,MISO,full-base-1000,base,base,carbon_price
9,45104033.145163245,MISW,2027,Switch,MISO,full-base-1000,base,base,carbon_price
10,12304268.052224517,NWPP,2027,Switch,WECC,full-base-1000,base,base,carbon_price
11,11197308.875827491,NYCW,2027,Switch,NE,full-base-1000,base,base,carbon_price
12,12730563.375937875,NYUP,2027,Switch,NE,full-base-1000,base,base,carbon_price
13,13372555.931135751,PJMC,2027,Switch,PJM,full-base-1000,base,base,carbon_price
14,17841384.12167306,PJMD,2027,Switch,PJM,full-base-1000,base,base,carbon_price
15,76502578.29059371,PJME,2027,Switch,PJM,full-base-1000,base,base,carbon_price
16,100308032.34755673,PJMW,2027,Switch,PJM,full-base-1000,base,base,carbon_price
17,10553942.130993236,RMRG,2027,Switch,WECC,full-base-1000,base,base,carbon_price
18,19229422.801399615,SPPC,2027,Switch,SPP,full-base-1000,base,base,carbon_price
19,8715881.38369536,SPPN,2027,Switch,SPP,full-base-1000,base,base,carbon_price
20,20452961.811984766,SPPS,2027,Switch,SPP,full-base-1000,base,base,carbon_price
21,38926978.69005232,SRCA,2027,Switch,SOU,full-base-1000,base,base,carbon_price
22,37160461.60352191,SRCE,2027,Switch,MISO,full-base-1000,base,base,carbon_price
23,55711444.985158235,SRSE,2027,Switch,SOU,full-base-1000,base,base,carbon_price
24,22086534.8089861,SRSG,2027,Switch,WECC,full-base-1000,base,base,carbon_price
25,71994454.10444608,TRE,2027,Switch,TRE,full-base-1000,base,base,carbon_price
26,7346231.0864532525,TREW,2027,Switch,TRE,full-base-1000,base,base,carbon_price
1,3824256.586436777,BASN,2030,Switch,WECC,full-base-1000,base,base,carbon_price
2,5589339.403297575,CANO,2030,Switch,CA,full-base-1000,base,base,carbon_price
3,7863243.314263924,CASO,2030,Switch,CA,full-base-1000,base,base,carbon_price
4,11878880.8076531,FRCC,2030,Switch,SOU,full-base-1000,base,base,carbon_price
5,10510466.622205645,ISNE,2030,Switch,NE,full-base-1000,base,base,carbon_price
6,3550628.8681272664,MISC,2030,Switch,MISO,full-base-1000,base,base,carbon_price
7,3309381.9926793054,MISE,2030,Switch,MISO,full-base-1000,base,base,carbon_price
8,11542104.113758145,MISS,2030,Switch,MISO,full-base-1000,base,base,carbon_price
9,6557036.332944289,MISW,2030,Switch,MISO,full-base-1000,base,base,carbon_price
10,1452905.743791657,NWPP,2030,Switch,WECC,full-base-1000,base,base,carbon_price
11,3315016.836336186,NYCW,2030,Switch,NE,full-base-1000,base,base,carbon_price
12,4224148.023658306,NYUP,2030,Switch,NE,full-base-1000,base,base,carbon_price
13,4903158.211235831,PJMC,2030,Switch,PJM,full-base-1000,base,base,carbon_price
14,7239071.569254582,PJMD,2030,Switch,PJM,full-base-1000,base,base,carbon_price
15,30466837.470579088,PJME,2030,Switch,PJM,full-base-1000,base,base,carbon_price
16,16133343.290819298,PJMW,2030,Switch,PJM,full-base-1000,base,base,carbon_price
17,778731.6685001474,RMRG,2030,Switch,WECC,full-base-1000,base,base,carbon_price
18,954106.8315377212,SPPC,2030,Switch,SPP,full-base-1000,base,base,carbon_price
19,352319.945312353,SPPN,2030,Switch,SPP,full-base-1000,base,base,carbon_price
20,4665110.451092869,SPPS,2030,Switch,SPP,full-base-1000,base,base,carbon_price
21,6943204.325385143,SRCA,2030,Switch,SOU,full-base-1000,base,base,carbon_price
22,7903672.731702613,SRCE,2030,Switch,MISO,full-base-1000,base,base,carbon_price
23,13269483.278568882,SRSE,2030,Switch,SOU,full-base-1000,base,base,carbon_price
24,4203172.373109122,SRSG,2030,Switch,WECC,full-base-1000,base,base,carbon_price
25,16296524.079336884,TRE,2030,Switch,TRE,full-base-1000,base,base,carbon_price
26,2737257.1304869507,TREW,2030,Switch,TRE,full-base-1000,base,base,carbon_price
1,3670664.060495073,BASN,2035,Switch,WECC,full-base-1000,base,base,carbon_price
2,3445237.2149266615,CANO,2035,Switch,CA,full-base-1000,base,base,carbon_price
3,5448827.433033901,CASO,2035,Switch,CA,full-base-1000,base,base,carbon_price
4,9601975.943267712,FRCC,2035,Switch,SOU,full-base-1000,base,base,carbon_price
5,11990499.69461095,ISNE,2035,Switch,NE,full-base-1000,base,base,carbon_price
6,3073527.3510282696,MISC,2035,Switch,MISO,full-base-1000,base,base,carbon_price
7,2351213.2486037835,MISE,2035,Switch,MISO,full-base-1000,base,base,carbon_price
8,8122764.084932109,MISS,2035,Switch,MISO,full-base-1000,base,base,carbon_price
9,4602599.300233578,MISW,2035,Switch,MISO,full-base-1000,base,base,carbon_price
10,2495701.376381791,NWPP,2035,Switch,WECC,full-base-1000,base,base,carbon_price
11,1668533.202686346,NYCW,2035,Switch,NE,full-base-1000,base,base,carbon_price
12,2314559.391884699,NYUP,2035,Switch,NE,full-base-1000,base,base,carbon_price
13,3164656.6217058105,PJMC,2035,Switch,PJM,full-base-1000,base,base,carbon_price
14,5800859.740592101,PJMD,2035,Switch,PJM,full-base-1000,base,base,carbon_price
15,18610026.48791848,PJME,2035,Switch,PJM,full-base-1000,base,base,carbon_price
16,11852340.180972217,PJMW,2035,Switch,PJM,full-base-1000,base,base,carbon_price
17,597352.3219501546,RMRG,2035,Switch,WECC,full-base-1000,base,base,carbon_price
18,663387.1811597841,SPPC,2035,Switch,SPP,full-base-1000,base,base,carbon_price
19,286178.2899496269,SPPN,2035,Switch,SPP,full-base-1000,base,base,carbon_price
20,3212801.2705291356,SPPS,2035,Switch,SPP,full-base-1000,base,base,carbon_price
21,4761544.8868060885,SRCA,2035,Switch,SOU,full-base-1000,base,base,carbon_price
22,5224538.167834961,SRCE,2035,Switch,MISO,full-base-1000,base,base,carbon_price
23,8594693.547147596,SRSE,2035,Switch,SOU,full-base-1000,base,base,carbon_price
24,4035359.7980352375,SRSG,2035,Switch,WECC,full-base-1000,base,base,carbon_price
25,10195379.266200176,TRE,2035,Switch,TRE,full-base-1000,base,base,carbon_price
26,1703031.324755906,TREW,2035,Switch,TRE,full-base-1000,base,base,carbon_price
1,2875730.0143130557,BASN,2040,Switch,WECC,full-base-1000,base,base,carbon_price
2,3254400.331647118,CANO,2040,Switch,CA,full-base-1000,base,base,carbon_price
3,4024822.409695899,CASO,2040,Switch,CA,full-base-1000,base,base,carbon_price
4,7221861.513456339,FRCC,2040,Switch,SOU,full-base-1000,base,base,carbon_price
5,6509368.686994389,ISNE,2040,Switch,NE,full-base-1000,base,base,carbon_price
6,2549114.2216210654,MISC,2040,Switch,MISO,full-base-1000,base,base,carbon_price
7,1847413.3733661084,MISE,2040,Switch,MISO,full-base-1000,base,base,carbon_price
8,5218210.596655058,MISS,2040,Switch,MISO,full-base-1000,base,base,carbon_price
9,3463376.146984588,MISW,2040,Switch,MISO,full-base-1000,base,base,carbon_price
10,2141510.3394842753,NWPP,2040,Switch,WECC,full-base-1000,base,base,carbon_price
11,955492.1540635596,NYCW,2040,Switch,NE,full-base-1000,base,base,carbon_price
12,1463759.3725433217,NYUP,2040,Switch,NE,full-base-1000,base,base,carbon_price
13,2033171.9924245195,PJMC,2040,Switch,PJM,full-base-1000,base,base,carbon_price
14,3551294.804165137,PJMD,2040,Switch,PJM,full-base-1000,base,base,carbon_price
15,9877384.301196791,PJME,2040,Switch,PJM,full-base-1000,base,base,carbon_price
16,9854919.547765322,PJMW,2040,Switch,PJM,full-base-1000,base,base,carbon_price
17,624580.6804266705,RMRG,2040,Switch,WECC,full-base-1000,base,base,carbon_price
18,434658.5051213335,SPPC,2040,Switch,SPP,full-base-1000,base,base,carbon_price
19,220778.29053735323,SPPN,2040,Switch,SPP,full-base-1000,base,base,carbon_price
20,2085985.784213,SPPS,2040,Switch,SPP,full-base-1000,base,base,carbon_price
21,3783945.0840494377,SRCA,2040,Switch,SOU,full-base-1000,base,base,carbon_price
22,3469955.884009544,SRCE,2040,Switch,MISO,full-base-1000,base,base,carbon_price
23,6058510.332481367,SRSE,2040,Switch,SOU,full-base-1000,base,base,carbon_price
24,2984234.0661523575,SRSG,2040,Switch,WECC,full-base-1000,base,base,carbon_price
25,6826918.653660154,TRE,2040,Switch,TRE,full-base-1000,base,base,carbon_price
26,1009708.857998248,TREW,2040,Switch,TRE,full-base-1000,base,base,carbon_price
1,707106.6569208025,BASN,2045,Switch,WECC,full-base-1000,base,base,carbon_price
2,1926292.8799324727,CANO,2045,Switch,CA,full-base-1000,base,base,carbon_price
3,2141313.329613864,CASO,2045,Switch,CA,full-base-1000,base,base,carbon_price
4,3684546.085053343,FRCC,2045,Switch,SOU,full-base-1000,base,base,carbon_price
5,2181734.921828321,ISNE,2045,Switch,NE,full-base-1000,base,base,carbon_price
6,1958880.377642577,MISC,2045,Switch,MISO,full-base-1000,base,base,carbon_price
7,1154795.306756756,MISE,2045,Switch,MISO,full-base-1000,base,base,carbon_price
8,2721020.1479401635,MISS,2045,Switch,MISO,full-base-1000,base,base,carbon_price
9,2095290.8064007484,MISW,2045,Switch,MISO,full-base-1000,base,base,carbon_price
10,1313277.4349489636,NWPP,2045,Switch,WECC,full-base-1000,base,base,carbon_price
11,323644.06739292544,NYCW,2045,Switch,NE,full-base-1000,base,base,carbon_price
12,585115.9523525087,NYUP,2045,Switch,NE,full-base-1000,base,base,carbon_price
13,964244.6616170616,PJMC,2045,Switch,PJM,full-base-1000,base,base,carbon_price
14,749082.9362979076,PJMD,2045,Switch,PJM,full-base-1000,base,base,carbon_price
15,3245954.1477712127,PJME,2045,Switch,PJM,full-base-1000,base,base,carbon_price
16,7920239.581038132,PJMW,2045,Switch,PJM,full-base-1000,base,base,carbon_price
17,263124.1693864344,RMRG,2045,Switch,WECC,full-base-1000,base,base,carbon_price
18,167182.39316540005,SPPC,2045,Switch,SPP,full-base-1000,base,base,carbon_price
19,76648.62035000043,SPPN,2045,Switch,SPP,full-base-1000,base,base,carbon_price
20,884709.0736526912,SPPS,2045,Switch,SPP,full-base-1000,base,base,carbon_price
21,2339783.42092631,SRCA,2045,Switch,SOU,full-base-1000,base,base,carbon_price
22,2028160.404803684,SRCE,2045,Switch,MISO,full-base-1000,base,base,carbon_price
23,3255665.8075218103,SRSE,2045,Switch,SOU,full-base-1000,base,base,carbon_price
24,646057.2334972704,SRSG,2045,Switch,WECC,full-base-1000,base,base,carbon_price
25,3459205.8900808822,TRE,2045,Switch,TRE,full-base-1000,base,base,carbon_price
26,448170.4534083738,TREW,2045,Switch,TRE,full-base-1000,base,base,carbon_price
1,278518.8633480156,BASN,2050,Switch,WECC,full-base-1000,base,base,carbon_price
2,1370986.2660355798,CANO,2050,Switch,CA,full-base-1000,base,base,carbon_price
3,1453193.2342247043,CASO,2050,Switch,CA,full-base-1000,base,base,carbon_price
4,2613999.696199562,FRCC,2050,Switch,SOU,full-base-1000,base,base,carbon_price
5,490524.7818905896,ISNE,2050,Switch,NE,full-base-1000,base,base,carbon_price
6,1523176.4574032845,MISC,2050,Switch,MISO,full-base-1000,base,base,carbon_price
7,994378.7736729208,MISE,2050,Switch,MISO,full-base-1000,base,base,carbon_price
8,1589621.902813451,MISS,2050,Switch,MISO,full-base-1000,base,base,carbon_price
9,1405664.782505678,MISW,2050,Switch,MISO,full-base-1000,base,base,carbon_price
10,797756.4539478989,NWPP,2050,Switch,WECC,full-base-1000,base,base,carbon_price
11,131330.91863507943,NYCW,2050,Switch,NE,full-base-1000,base,base,carbon_price
12,239328.57729308843,NYUP,2050,Switch,NE,full-base-1000,base,base,carbon_price
13,407527.68774472066,PJMC,2050,Switch,PJM,full-base-1000,base,base,carbon_price
14,180203.3115771512,PJMD,2050,Switch,PJM,full-base-1000,base,base,carbon_price
15,1294065.894236066,PJME,2050,Switch,PJM,full-base-1000,base,base,carbon_price
16,6711667.35906382,PJMW,2050,Switch,PJM,full-base-1000,base,base,carbon_price
17,137752.65282793937,RMRG,2050,Switch,WECC,full-base-1000,base,base,carbon_price
18,67384.00759538714,SPPC,2050,Switch,SPP,full-base-1000,base,base,carbon_price
19,25336.68454162985,SPPN,2050,Switch,SPP,full-base-1000,base,base,carbon_price
20,447948.1636177312,SPPS,2050,Switch,SPP,full-base-1000,base,base,carbon_price
21,1623455.650295162,SRCA,2050,Switch,SOU,full-base-1000,base,base,carbon_price
22,1154093.879156441,SRCE,2050,Switch,MISO,full-base-1000,base,base,carbon_price
23,1788985.487388356,SRSE,2050,Switch,SOU,full-base-1000,base,base,carbon_price
24,228217.94101586903,SRSG,2050,Switch,WECC,full-base-1000,base,base,carbon_price
25,2437118.5611083223,TRE,2050,Switch,TRE,full-base-1000,base,base,carbon_price
26,173079.0153617523,TREW,2050,Switch,TRE,full-base-1000,base,base,carbon_price
1,18907353.54425767,BASN,2027,TEMOA,WECC,full-base-1000,base,base,carbon_price
2,19996180.05502651,CANO,2027,TEMOA,CA,full-base-1000,base,base,carbon_price
3,20630572.347773485,CASO,2027,TEMOA,CA,full-base-1000,base,base,carbon_price
4,76109606.24074955,FRCC,2027,TEMOA,SOU,full-base-1000,base,base,carbon_price
5,28580936.346602727,ISNE,2027,TEMOA,NE,full-base-1000,base,base,carbon_price
6,41519597.37877864,MISC,2027,TEMOA,MISO,full-base-1000,base,base,carbon_price
7,31998940.44262966,MISE,2027,TEMOA,MISO,full-base-1000,base,base,carbon_price
8,51612631.808785066,MISS,2027,TEMOA,MISO,full-base-1000,base,base,carbon_price
9,44968944.893006615,MISW,2027,TEMOA,MISO,full-base-1000,base,base,carbon_price
10,12695937.261148944,NWPP,2027,TEMOA,WECC,full-base-1000,base,base,carbon_price
11,11265727.67211308,NYCW,2027,TEMOA,NE,full-base-1000,base,base,carbon_price
12,13498516.831102084,NYUP,2027,TEMOA,NE,full-base-1000,base,base,carbon_price
13,13262228.414051916,PJMC,2027,TEMOA,PJM,full-base-1000,base,base,carbon_price
14,17625720.259301394,PJMD,2027,TEMOA,PJM,full-base-1000,base,base,carbon_price
