zone,value,planning_year,model,agg_zone,case
7.0,10.223240555794222,2050,TEMOA,,full-base-1000
8.0,11.049673469756389,2050,TEMOA,,full-base-1000
9.0,11.55024453078451,2050,TEMOA,,full-base-1000
10.0,11.689964754663722,2050,TEMOA,,full-base-1000
11.0,11.02974698625275,2050,TEMOA,,full-base-1000
12.0,10.300732320018986,2050,TEMOA,,full-base-1000
13.0,10.558757479159596,2050,TEMOA,,full-base-1000
14.0,10.499945524934049,2050,TEMOA,,full-base-1000
15.0,13.123285432818442,2050,TEMOA,,full-base-1000
16.0,12.065175914083362,2050,TEMOA,,full-base-1000
17.0,10.31436854507504,2050,TEMOA,,full-base-1000
18.0,10.334210446295758,2050,TEMOA,,full-base-1000
19.0,10.111268473933158,2050,TEMOA,,full-base-1000
20.0,10.67130115656452,2050,TEMOA,,full-base-1000
21.0,12.579438639705746,2050,TEMOA,,full-base-1000
22.0,11.129375297918536,2050,TEMOA,,full-base-1000
23.0,12.044470357348589,2050,TEMOA,,full-base-1000
24.0,11.95936056163284,2050,TEMOA,,full-base-1000
25.0,18.98593639534716,2050,TEMOA,,full-base-1000
26.0,10.54682468791468,2050,TEMOA,,full-base-1000
1.0,2.669719107193999,2035,TEMOA,,full-base-1000
2.0,2.349073388414773,2035,TEMOA,,full-base-1000
3.0,2.506280113161848,2035,TEMOA,,full-base-1000
4.0,2.5025616701993125,2035,TEMOA,,full-base-1000
5.0,80658.50714466907,2035,TEMOA,,full-base-1000
6.0,2.3307322995536257,2035,TEMOA,,full-base-1000
7.0,2.3353973845627647,2035,TEMOA,,full-base-1000
8.0,2.3239514476482914,2035,TEMOA,,full-base-1000
9.0,1965.241396987836,2035,TEMOA,,full-base-1000
10.0,152.7890628073369,2035,TEMOA,,full-base-1000
11.0,2332.423272674331,2035,TEMOA,,full-base-1000
12.0,2.5695307308761843,2035,TEMOA,,full-base-1000
13.0,2.314003312994477,2035,TEMOA,,full-base-1000
14.0,2.309667428888924,2035,TEMOA,,full-base-1000
15.0,2.782566878831669,2035,TEMOA,,full-base-1000
16.0,2.405678552092052,2035,TEMOA,,full-base-1000
17.0,2.107781685543657,2035,TEMOA,,full-base-1000
18.0,2.224967072865517,2035,TEMOA,,full-base-1000
19.0,2.160418355192352,2035,TEMOA,,full-base-1000
20.0,2.207392548315399,2035,TEMOA,,full-base-1000
21.0,749.9564417729225,2035,TEMOA,,full-base-1000
22.0,2.387464424462754,2035,TEMOA,,full-base-1000
23.0,2.422843339086277,2035,TEMOA,,full-base-1000
24.0,2.3010296236039647,2035,TEMOA,,full-base-1000
25.0,2.5273908325664336,2035,TEMOA,,full-base-1000
26.0,2.224495256074444,2035,TEMOA,,full-base-1000
1.0,4.81250708591834,2030,TEMOA,,full-base-1000
2.0,4.838973845243835,2030,TEMOA,,full-base-1000
3.0,4.865761478965825,2030,TEMOA,,full-base-1000
4.0,4.863477440912324,2030,TEMOA,,full-base-1000
5.0,16062.333337982032,2030,TEMOA,,full-base-1000
6.0,4.832959539371086,2030,TEMOA,,full-base-1000
7.0,4.86861700584394,2030,TEMOA,,full-base-1000
8.0,4.8290741421920895,2030,TEMOA,,full-base-1000
9.0,4.830561113321608,2030,TEMOA,,full-base-1000
10.0,4.802889093837643,2030,TEMOA,,full-base-1000
11.0,44.82292861535258,2030,TEMOA,,full-base-1000
12.0,4.871254785204638,2030,TEMOA,,full-base-1000
13.0,4.8308285937316455,2030,TEMOA,,full-base-1000
14.0,4.889530548302759,2030,TEMOA,,full-base-1000
15.0,4.905195355211877,2030,TEMOA,,full-base-1000
16.0,4.837964534974215,2030,TEMOA,,full-base-1000
17.0,4.755507336056154,2030,TEMOA,,full-base-1000
18.0,4.8131262792481975,2030,TEMOA,,full-base-1000
19.0,4.799720441894793,2030,TEMOA,,full-base-1000
20.0,4.768086114970184,2030,TEMOA,,full-base-1000
21.0,4.845497743096709,2030,TEMOA,,full-base-1000
22.0,4.841053550004628,2030,TEMOA,,full-base-1000
23.0,4.847914552976828,2030,TEMOA,,full-base-1000
24.0,4.830482243006933,2030,TEMOA,,full-base-1000
25.0,4.837575924415637,2030,TEMOA,,full-base-1000
26.0,4.786581773897408,2030,TEMOA,,full-base-1000
1.0,42.12164897658175,2027,GenX,,full-base-1000
2.0,42.203850805389415,2027,GenX,,full-base-1000
3.0,43.04447306062404,2027,GenX,,full-base-1000
4.0,42.14938638547871,2027,GenX,,full-base-1000
5.0,19163.775536067475,2027,GenX,,full-base-1000
6.0,42.02922061227783,2027,GenX,,full-base-1000
7.0,42.0226043324971,2027,GenX,,full-base-1000
8.0,41.81989918013267,2027,GenX,,full-base-1000
9.0,42.42065188002985,2027,GenX,,full-base-1000
10.0,42.83566654764015,2027,GenX,,full-base-1000
11.0,2148.201192624384,2027,GenX,,full-base-1000
12.0,41.92519195781386,2027,GenX,,full-base-1000
13.0,41.87188018896136,2027,GenX,,full-base-1000
14.0,42.31196091100673,2027,GenX,,full-base-1000
15.0,42.39472423256785,2027,GenX,,full-base-1000
16.0,42.14959855768946,2027,GenX,,full-base-1000
17.0,41.82415199471762,2027,GenX,,full-base-1000
18.0,41.7965305477915,2027,GenX,,full-base-1000
19.0,41.6711141078751,2027,GenX,,full-base-1000
20.0,41.88683574228081,2027,GenX,,full-base-1000
21.0,42.57567863930388,2027,GenX,,full-base-1000
22.0,42.36275560173067,2027,GenX,,full-base-1000
23.0,42.0344540286502,2027,GenX,,full-base-1000
24.0,42.122006176158,2027,GenX,,full-base-1000
25.0,42.381422438701385,2027,GenX,,full-base-1000
26.0,41.66289991555529,2027,GenX,,full-base-1000
1.0,223.49607353221236,2040,GenX,,full-base-1000
2.0,1.3992383793933352,2040,GenX,,full-base-1000
3.0,1.5413898109224835,2040,GenX,,full-base-1000
4.0,1.3409680112020204,2040,GenX,,full-base-1000
5.0,74920.30501625803,2040,GenX,,full-base-1000
6.0,1.3872517556457489,2040,GenX,,full-base-1000
7.0,1.3704308164728836,2040,GenX,,full-base-1000
8.0,1.3735501060695738,2040,GenX,,full-base-1000
9.0,2153.105650695294,2040,GenX,,full-base-1000
10.0,3837.867676558615,2040,GenX,,full-base-1000
11.0,468.0826606126272,2040,GenX,,full-base-1000
12.0,1.3720595023255089,2040,GenX,,full-base-1000
13.0,1.3950439231771603,2040,GenX,,full-base-1000
14.0,1.4989260701019471,2040,GenX,,full-base-1000
15.0,1.4503895557024544,2040,GenX,,full-base-1000
16.0,1.3933372427976474,2040,GenX,,full-base-1000
17.0,1.389225133299664,2040,GenX,,full-base-1000
18.0,1.3786163719830105,2040,GenX,,full-base-1000
19.0,1.329021798604594,2040,GenX,,full-base-1000
20.0,1.372221956219612,2040,GenX,,full-base-1000
21.0,1.396432438103857,2040,GenX,,full-base-1000
22.0,1.448709196041402,2040,GenX,,full-base-1000
23.0,1.363418027689622,2040,GenX,,full-base-1000
24.0,1.4412948039781852,2040,GenX,,full-base-1000
25.0,1.400434858257701,2040,GenX,,full-base-1000
26.0,1.2342711344704973,2040,GenX,,full-base-1000
1.0,1.8928179803004797,2045,GenX,,full-base-1000
2.0,1.8059453902375089,2045,GenX,,full-base-1000
3.0,1.9594224968489131,2045,GenX,,full-base-1000
4.0,1.8156942761499464,2045,GenX,,full-base-1000
5.0,173.8615242488242,2045,GenX,,full-base-1000
6.0,1.8481548730625157,2045,GenX,,full-base-1000
7.0,1.7453263845921594,2045,GenX,,full-base-1000
8.0,1.8257032714726933,2045,GenX,,full-base-1000
9.0,1064.1922613742745,2045,GenX,,full-base-1000
10.0,7691.157478215844,2045,GenX,,full-base-1000
11.0,1.868749534755391,2045,GenX,,full-base-1000
12.0,1.7324574616820747,2045,GenX,,full-base-1000
13.0,1.8003367234549137,2045,GenX,,full-base-1000
14.0,1.8304041606395989,2045,GenX,,full-base-1000
15.0,1.9609120286521289,2045,GenX,,full-base-1000
16.0,1.8721522031319324,2045,GenX,,full-base-1000
17.0,1.835889991209396,2045,GenX,,full-base-1000
18.0,1.7871390604510455,2045,GenX,,full-base-1000
19.0,1.7251233131426136,2045,GenX,,full-base-1000
20.0,1.8298339899060576,2045,GenX,,full-base-1000
21.0,1.8184601825431856,2045,GenX,,full-base-1000
22.0,1.869871397760761,2045,GenX,,full-base-1000
23.0,1.8283733404979088,2045,GenX,,full-base-1000
24.0,1.8805543263670632,2045,GenX,,full-base-1000
25.0,1.982554793918133,2045,GenX,,full-base-1000
26.0,1.6202714854675533,2045,GenX,,full-base-1000
1.0,3.2420416382804467,2050,GenX,,full-base-1000
2.0,3.161810011161358,2050,GenX,,full-base-1000
3.0,3.1098029968569167,2050,GenX,,full-base-1000
4.0,3.1433193386510903,2050,GenX,,full-base-1000
5.0,1196.237320118967,2050,GenX,,full-base-1000
6.0,3.1595412406694474,2050,GenX,,full-base-1000
7.0,3.1193303832798414,2050,GenX,,full-base-1000
8.0,3.144496591459577,2050,GenX,,full-base-1000
9.0,3.300631838097636,2050,GenX,,full-base-1000
10.0,3333.297324537354,2050,GenX,,full-base-1000
11.0,3.1211635070453183,2050,GenX,,full-base-1000
12.0,2.963383015347219,2050,GenX,,full-base-1000
13.0,3.0030907106042566,2050,GenX,,full-base-1000
14.0,3.061374924827005,2050,GenX,,full-base-1000
15.0,3.320641128210131,2050,GenX,,full-base-1000
16.0,3.2236972499837813,2050,GenX,,full-base-1000
17.0,3.141208409319711,2050,GenX,,full-base-1000
18.0,2.9677998284986917,2050,GenX,,full-base-1000
19.0,2.944293226116433,2050,GenX,,full-base-1000
20.0,3.139500968991326,2050,GenX,,full-base-1000
21.0,3.1436772542177347,2050,GenX,,full-base-1000
22.0,3.1927314024674827,2050,GenX,,full-base-1000
23.0,3.1116340601875723,2050,GenX,,full-base-1000
24.0,3.1598301735855765,2050,GenX,,full-base-1000
25.0,3.456125511889295,2050,GenX,,full-base-1000
26.0,2.863396673113724,2050,GenX,,full-base-1000
1.0,2.1059180149353023,2035,GenX,,full-base-1000
2.0,2.1951631895259958,2035,GenX,,full-base-1000
3.0,2.1029285779752644,2035,GenX,,full-base-1000
4.0,1.9582659957708637,2035,GenX,,full-base-1000
5.0,66617.90932598272,2035,GenX,,full-base-1000
6.0,2.053047942739589,2035,GenX,,full-base-1000
7.0,2.1087996410072014,2035,GenX,,full-base-1000
8.0,2.039782220082212,2035,GenX,,full-base-1000
9.0,1931.6138406258488,2035,GenX,,full-base-1000
10.0,1.9379504420297808,2035,GenX,,full-base-1000
11.0,2240.1631216120168,2035,GenX,,full-base-1000
12.0,2.1706880386274325,2035,GenX,,full-base-1000
13.0,2.096961771952723,2035,GenX,,full-base-1000
14.0,2.1832515582159484,2035,GenX,,full-base-1000
15.0,1.9939916723815323,2035,GenX,,full-base-1000
16.0,2.0065249484796723,2035,GenX,,full-base-1000
17.0,2.0671453162434776,2035,GenX,,full-base-1000
18.0,2.117772992671884,2035,GenX,,full-base-1000
19.0,2.101671076747808,2035,GenX,,full-base-1000
20.0,2.031878396062889,2035,GenX,,full-base-1000
21.0,365.0153984572073,2035,GenX,,full-base-1000
22.0,2.0070726032014643,2035,GenX,,full-base-1000
23.0,2.0234990261270296,2035,GenX,,full-base-1000
24.0,2.079231273340225,2035,GenX,,full-base-1000
25.0,1.8211305999608969,2035,GenX,,full-base-1000
26.0,2.0083290868200523,2035,GenX,,full-base-1000
1.0,1.0956839330590786,2030,GenX,,full-base-1000
2.0,1.093824535679614,2030,GenX,,full-base-1000
3.0,1.1055427548415386,2030,GenX,,full-base-1000
4.0,1.0706486216274826,2030,GenX,,full-base-1000
5.0,10776.68008528925,2030,GenX,,full-base-1000
6.0,1.0771339496861831,2030,GenX,,full-base-1000
7.0,1.0784356667160644,2030,GenX,,full-base-1000
8.0,1.0716914889210043,2030,GenX,,full-base-1000
9.0,1.095489884539549,2030,GenX,,full-base-1000
10.0,1.113499026200346,2030,GenX,,full-base-1000
11.0,1.3128802721036856,2030,GenX,,full-base-1000
12.0,1.100952191667821,2030,GenX,,full-base-1000
13.0,1.0780030651382335,2030,GenX,,full-base-1000
14.0,1.0987295707224085,2030,GenX,,full-base-1000
15.0,1.1230453198595995,2030,GenX,,full-base-1000
16.0,1.086876013343097,2030,GenX,,full-base-1000
17.0,1.0684153907381226,2030,GenX,,full-base-1000
18.0,1.0637587843254896,2030,GenX,,full-base-1000
19.0,1.0541120198748,2030,GenX,,full-base-1000
20.0,1.066589507179979,2030,GenX,,full-base-1000
21.0,1.0686817569730716,2030,GenX,,full-base-1000
22.0,1.0810988644105657,2030,GenX,,full-base-1000
23.0,1.0726707884671305,2030,GenX,,full-base-1000
24.0,1.0896900519131991,2030,GenX,,full-base-1000
25.0,1.1127207625432634,2030,GenX,,full-base-1000
26.0,1.036425455585828,2030,GenX,,full-base-1000
