Zone,value,zone,planning_year,model,agg_zone,case
9,9564.337675736922,MISW,2050,SWITCH,MISO,full-current-policies
10,81365.52114897397,NWPP,2050,SWITCH,WECC,full-current-policies
11,60872.06175335129,NYCW,2050,SWITCH,NE,full-current-policies
12,1.212010792159016,NYUP,2050,SWITCH,NE,full-current-policies
13,1.260167904996735,PJMC,2050,SWITCH,PJM,full-current-policies
14,20256.62868021818,PJMD,2050,SWITCH,PJM,full-current-policies
15,11486.893302395916,PJME,2050,SWITCH,PJM,full-current-policies
16,1.27914790814312,PJMW,2050,SWITCH,PJM,full-current-policies
17,13778.79532406847,RMRG,2050,SWITCH,WECC,full-current-policies
18,9210.32267790515,SPPC,2050,SWITCH,SPP,full-current-policies
19,1.3626118972366266,SPPN,2050,SWITCH,SPP,full-current-policies
20,11254.570688229433,SPPS,2050,SWITCH,SPP,full-current-policies
21,6024.724349043428,SRCA,2050,SWITCH,SOU,full-current-policies
22,16279.997736976731,SRCE,2050,SWITCH,MISO,full-current-policies
23,14057.904056455793,SRSE,2050,SWITCH,SOU,full-current-policies
24,9521.096694881093,SRSG,2050,SWITCH,WECC,full-current-policies
25,27789.753506657395,TRE,2050,SWITCH,TRE,full-current-policies
26,180.07888699649405,TREW,2050,SWITCH,TRE,full-current-policies
1,0.1811468239211479,BASN,2027,Temoa,WECC,full-current-policies
2,0.1988661029792774,CANO,2027,Temoa,CA,full-current-policies
3,0.2260192538268154,CASO,2027,Temoa,CA,full-current-policies
4,0.2025104164995215,FRCC,2027,Temoa,SOU,full-current-policies
5,7393.091056675506,ISNE,2027,Temoa,NE,full-current-policies
6,0.1858136976096889,MISC,2027,Temoa,MISO,full-current-policies
7,0.1774322131490398,MISE,2027,Temoa,MISO,full-current-policies
8,0.1826310838379342,MISS,2027,Temoa,MISO,full-current-policies
9,0.1854429997703704,MISW,2027,Temoa,MISO,full-current-policies
10,0.1926747713704297,NWPP,2027,Temoa,WECC,full-current-policies
11,3681.6291540479856,NYCW,2027,Temoa,NE,full-current-policies
12,0.1883945318031657,NYUP,2027,Temoa,NE,full-current-policies
13,0.2134680388397767,PJMC,2027,Temoa,PJM,full-current-policies
14,0.1768806283902487,PJMD,2027,Temoa,PJM,full-current-policies
15,0.22809173510386,PJME,2027,Temoa,PJM,full-current-policies
16,0.1972332392959865,PJMW,2027,Temoa,PJM,full-current-policies
17,0.1855140981325112,RMRG,2027,Temoa,WECC,full-current-policies
18,0.1858434990286662,SPPC,2027,Temoa,SPP,full-current-policies
19,0.1821399159255943,SPPN,2027,Temoa,SPP,full-current-policies
20,0.1940159129227329,SPPS,2027,Temoa,SPP,full-current-policies
21,0.1948522003889198,SRCA,2027,Temoa,SOU,full-current-policies
22,0.1925870229365627,SRCE,2027,Temoa,MISO,full-current-policies
23,0.2302438854651296,SRSE,2027,Temoa,SOU,full-current-policies
24,0.1878302751194333,SRSG,2027,Temoa,WECC,full-current-policies
25,0.2389376669318244,TRE,2027,Temoa,TRE,full-current-policies
26,0.2057196047038835,TREW,2027,Temoa,TRE,full-current-policies
1,0.1146320369977857,BASN,2030,Temoa,WECC,full-current-policies
2,0.1145535021946938,CANO,2030,Temoa,CA,full-current-policies
3,0.1147354029267997,CASO,2030,Temoa,CA,full-current-policies
4,0.115002129477501,FRCC,2030,Temoa,SOU,full-current-policies
5,51565.19915390477,ISNE,2030,Temoa,NE,full-current-policies
6,0.1134003189597782,MISC,2030,Temoa,MISO,full-current-policies
7,229.45359562047184,MISE,2030,Temoa,MISO,full-current-policies
8,0.1144301702953171,MISS,2030,Temoa,MISO,full-current-policies
9,0.1140264562205174,MISW,2030,Temoa,MISO,full-current-policies
10,0.1143858435914753,NWPP,2030,Temoa,WECC,full-current-policies
11,3905.746183138933,NYCW,2030,Temoa,NE,full-current-policies
12,0.1121467018439528,NYUP,2030,Temoa,NE,full-current-policies
13,0.114090249040343,PJMC,2030,Temoa,PJM,full-current-policies
14,0.1117424125121385,PJMD,2030,Temoa,PJM,full-current-policies
15,0.1160035134398888,PJME,2030,Temoa,PJM,full-current-policies
16,0.1138957318871536,PJMW,2030,Temoa,PJM,full-current-policies
17,0.1125929353647262,RMRG,2030,Temoa,WECC,full-current-policies
18,0.114181657027838,SPPC,2030,Temoa,SPP,full-current-policies
19,0.1134121006399125,SPPN,2030,Temoa,SPP,full-current-policies
20,0.1136920419931621,SPPS,2030,Temoa,SPP,full-current-policies
21,0.1130267072349681,SRCA,2030,Temoa,SOU,full-current-policies
22,0.1143069359396459,SRCE,2030,Temoa,MISO,full-current-policies
23,0.1146928483173853,SRSE,2030,Temoa,SOU,full-current-policies
24,0.1148013412819172,SRSG,2030,Temoa,WECC,full-current-policies
25,0.120384405247609,TRE,2030,Temoa,TRE,full-current-policies
26,0.1132307272730558,TREW,2030,Temoa,TRE,full-current-policies
1,0.4906605651516408,BASN,2035,Temoa,WECC,full-current-policies
2,0.5040748202824357,CANO,2035,Temoa,CA,full-current-policies
3,2439.0037663887715,CASO,2035,Temoa,CA,full-current-policies
4,318.11484410048865,FRCC,2035,Temoa,SOU,full-current-policies
5,68700.13133175844,ISNE,2035,Temoa,NE,full-current-policies
6,0.5114756261290894,MISC,2035,Temoa,MISO,full-current-policies
7,4642.3269742760485,MISE,2035,Temoa,MISO,full-current-policies
8,0.4937006185156344,MISS,2035,Temoa,MISO,full-current-policies
9,26389.71933883585,MISW,2035,Temoa,MISO,full-current-policies
10,8895.805444325048,NWPP,2035,Temoa,WECC,full-current-policies
11,32840.58731355551,NYCW,2035,Temoa,NE,full-current-policies
12,0.512490336219259,NYUP,2035,Temoa,NE,full-current-policies
13,0.5233373980028483,PJMC,2035,Temoa,PJM,full-current-policies
14,394.5356922221324,PJMD,2035,Temoa,PJM,full-current-policies
15,3588.963865382138,PJME,2035,Temoa,PJM,full-current-policies
16,0.5256791823937507,PJMW,2035,Temoa,PJM,full-current-policies
17,0.4895076523601222,RMRG,2035,Temoa,WECC,full-current-policies
18,0.5054451560091486,SPPC,2035,Temoa,SPP,full-current-policies
19,0.5016246378853655,SPPN,2035,Temoa,SPP,full-current-policies
20,0.5084493904761299,SPPS,2035,Temoa,SPP,full-current-policies
21,1686.5047884747678,SRCA,2035,Temoa,SOU,full-current-policies
22,0.5092467635622009,SRCE,2035,Temoa,MISO,full-current-policies
23,0.51550589199838,SRSE,2035,Temoa,SOU,full-current-policies
24,0.4713347482689268,SRSG,2035,Temoa,WECC,full-current-policies
25,18572.986362501462,TRE,2035,Temoa,TRE,full-current-policies
26,0.5268956890945667,TREW,2035,Temoa,TRE,full-current-policies
1,2556.589862206738,BASN,2040,Temoa,WECC,full-current-policies
2,0.7119816110624286,CANO,2040,Temoa,CA,full-current-policies
3,618.0043697064576,CASO,2040,Temoa,CA,full-current-policies
4,9404.87310948448,FRCC,2040,Temoa,SOU,full-current-policies
5,98795.59377333905,ISNE,2040,Temoa,NE,full-current-policies
6,6084.015522506064,MISC,2040,Temoa,MISO,full-current-policies
7,3808.1710184670183,MISE,2040,Temoa,MISO,full-current-policies
8,0.7956221278696741,MISS,2040,Temoa,MISO,full-current-policies
9,27963.22534173461,MISW,2040,Temoa,MISO,full-current-policies
10,0.7050285735682119,NWPP,2040,Temoa,WECC,full-current-policies
11,56342.10295641159,NYCW,2040,Temoa,NE,full-current-policies
12,0.6953755049789473,NYUP,2040,Temoa,NE,full-current-policies
13,889.8420008011229,PJMC,2040,Temoa,PJM,full-current-policies
14,12008.5373825267,PJMD,2040,Temoa,PJM,full-current-policies
15,14993.189874763486,PJME,2040,Temoa,PJM,full-current-policies
16,4431.288671122059,PJMW,2040,Temoa,PJM,full-current-policies
17,0.7441207327345656,RMRG,2040,Temoa,WECC,full-current-policies
18,0.7573263378305658,SPPC,2040,Temoa,SPP,full-current-policies
19,0.7300791083514896,SPPN,2040,Temoa,SPP,full-current-policies
20,0.7752972410172135,SPPS,2040,Temoa,SPP,full-current-policies
21,6942.834207525006,SRCA,2040,Temoa,SOU,full-current-policies
22,3151.410072412697,SRCE,2040,Temoa,MISO,full-current-policies
23,3299.876688967927,SRSE,2040,Temoa,SOU,full-current-policies
24,4020.061952509157,SRSG,2040,Temoa,WECC,full-current-policies
25,87793.50652361389,TRE,2040,Temoa,TRE,full-current-policies
26,0.7213695266050484,TREW,2040,Temoa,TRE,full-current-policies
1,4035.470045183744,BASN,2045,Temoa,WECC,full-current-policies
2,3591.2737755325634,CANO,2045,Temoa,CA,full-current-policies
3,8186.943515942231,CASO,2045,Temoa,CA,full-current-policies
4,7371.959325725079,FRCC,2045,Temoa,SOU,full-current-policies
5,100328.58265041222,ISNE,2045,Temoa,NE,full-current-policies
6,5126.139890346878,MISC,2045,Temoa,MISO,full-current-policies
7,6392.060244364149,MISE,2045,Temoa,MISO,full-current-policies
8,4906.048806454119,MISS,2045,Temoa,MISO,full-current-policies
9,18113.387587595236,MISW,2045,Temoa,MISO,full-current-policies
10,2.093688849068988,NWPP,2045,Temoa,WECC,full-current-policies
11,75424.52711122225,NYCW,2045,Temoa,NE,full-current-policies
12,2.07380752908682,NYUP,2045,Temoa,NE,full-current-policies
13,5488.7538125616375,PJMC,2045,Temoa,PJM,full-current-policies
14,27337.526156303506,PJMD,2045,Temoa,PJM,full-current-policies
15,11934.295050279,PJME,2045,Temoa,PJM,full-current-policies
16,2.40521246583293,PJMW,2045,Temoa,PJM,full-current-policies
17,10114.630594498864,RMRG,2045,Temoa,WECC,full-current-policies
18,7693.24342546767,SPPC,2045,Temoa,SPP,full-current-policies
19,2.225092990041017,SPPN,2045,Temoa,SPP,full-current-policies
20,7268.202280975839,SPPS,2045,Temoa,SPP,full-current-policies
21,10275.896152272426,SRCA,2045,Temoa,SOU,full-current-policies
22,13521.155756058228,SRCE,2045,Temoa,MISO,full-current-policies
23,15248.329331972098,SRSE,2045,Temoa,SOU,full-current-policies
24,8233.256405666314,SRSG,2045,Temoa,WECC,full-current-policies
25,57427.73462217696,TRE,2045,Temoa,TRE,full-current-policies
26,2.4442579487865563,TREW,2045,Temoa,TRE,full-current-policies
1,4663.911116250839,BASN,2050,Temoa,WECC,full-current-policies
2,3606.795104799197,CANO,2050,Temoa,CA,full-current-policies
3,9842.699501366362,CASO,2050,Temoa,CA,full-current-policies
4,11536.86720318189,FRCC,2050,Temoa,SOU,full-current-policies
5,102978.09138708902,ISNE,2050,Temoa,NE,full-current-policies
6,7922.838473206451,MISC,2050,Temoa,MISO,full-current-policies
7,18300.341248336383,MISE,2050,Temoa,MISO,full-current-policies
8,9357.054300203105,MISS,2050,Temoa,MISO,full-current-policies
9,13506.253034632791,MISW,2050,Temoa,MISO,full-current-policies
10,2165.3569569133715,NWPP,2050,Temoa,WECC,full-current-policies
11,75109.74333944886,NYCW,2050,Temoa,NE,full-current-policies
12,5.010254417975498,NYUP,2050,Temoa,NE,full-current-policies
13,10037.612433649814,PJMC,2050,Temoa,PJM,full-current-policies
14,25740.547655747247,PJMD,2050,Temoa,PJM,full-current-policies
15,7591.42020427644,PJME,2050,Temoa,PJM,full-current-policies
16,505.2295889682882,PJMW,2050,Temoa,PJM,full-current-policies
17,17548.906257111044,RMRG,2050,Temoa,WECC,full-current-policies
18,12160.930349951012,SPPC,2050,Temoa,SPP,full-current-policies
19,4.69775902275717,SPPN,2050,Temoa,SPP,full-current-policies
20,11194.817246418572,SPPS,2050,Temoa,SPP,full-current-policies
21,12741.55124961271,SRCA,2050,Temoa,SOU,full-current-policies
22,22261.79006104156,SRCE,2050,Temoa,MISO,full-current-policies
23,18963.845119296155,SRSE,2050,Temoa,SOU,full-current-policies
24,7577.226446588414,SRSG,2050,Temoa,WECC,full-current-policies
25,71961.37415578836,TRE,2050,Temoa,TRE,full-current-policies
26,4.713851369307073,TREW,2050,Temoa,TRE,full-current-policies
1,0.3905375848628249,BASN,2027,USENSYS,WECC,full-current-policies
2,0.4061007402677594,CANO,2027,USENSYS,CA,full-current-policies
3,0.4036148635759322,CASO,2027,USENSYS,CA,full-current-policies
4,0.4636929990091609,FRCC,2027,USENSYS,SOU,full-current-policies
5,0.2714720925363471,ISNE,2027,USENSYS,NE,full-current-policies
6,0.4162602290554186,MISC,2027,USENSYS,MISO,full-current-policies
7,0.4105798548203475,MISE,2027,USENSYS,MISO,full-current-policies
8,0.421784096205579,MISS,2027,USENSYS,MISO,full-current-policies
9,0.4182327359737653,MISW,2027,USENSYS,MISO,full-current-policies
10,0.411463985003106,NWPP,2027,USENSYS,WECC,full-current-policies
11,0.4037641482256778,NYCW,2027,USENSYS,NE,full-current-policies
12,0.3757893488340671,NYUP,2027,USENSYS,NE,full-current-policies
13,0.4237330344253119,PJMC,2027,USENSYS,PJM,full-current-policies
14,0.3519238747196124,PJMD,2027,USENSYS,PJM,full-current-policies
15,0.4676022781238613,PJME,2027,USENSYS,PJM,full-current-policies
16,0.4368596759088887,PJMW,2027,USENSYS,PJM,full-current-policies
17,0.3872308655403828,RMRG,2027,USENSYS,WECC,full-current-policies
18,0.4156400251953653,SPPC,2027,USENSYS,SPP,full-current-policies
19,0.4313121207029968,SPPN,2027,USENSYS,SPP,full-current-policies
20,0.4144328185655452,SPPS,2027,USENSYS,SPP,full-current-policies
21,0.4299717884786919,SRCA,2027,USENSYS,SOU,full-current-policies
22,0.4337392850531644,SRCE,2027,USENSYS,MISO,full-current-policies
23,0.4304849770647814,SRSE,2027,USENSYS,SOU,full-current-policies
24,0.4182804993392114,SRSG,2027,USENSYS,WECC,full-current-policies
25,0.4349566169121456,TRE,2027,USENSYS,TRE,full-current-policies
26,0.4201063857948663,TREW,2027,USENSYS,TRE,full-current-policies
1,0.1450850675705184,BASN,2030,USENSYS,WECC,full-current-policies
2,0.1379182639812422,CANO,2030,USENSYS,CA,full-current-policies
3,0.1371749159468798,CASO,2030,USENSYS,CA,full-current-policies
4,0.1797612536893079,FRCC,2030,USENSYS,SOU,full-current-policies
5,1432.7410638594297,ISNE,2030,USENSYS,NE,full-current-policies
6,0.1585099470389906,MISC,2030,USENSYS,MISO,full-current-policies
7,2307.187038160713,MISE,2030,USENSYS,MISO,full-current-policies
8,0.166941916175642,MISS,2030,USENSYS,MISO,full-current-policies
9,0.1631457839276268,MISW,2030,USENSYS,MISO,full-current-policies
10,0.1508824917773659,NWPP,2030,USENSYS,WECC,full-current-policies
11,0.1480301357922149,NYCW,2030,USENSYS,NE,full-current-policies
12,0.1442509669843629,NYUP,2030,USENSYS,NE,full-current-policies
13,0.15165496663674,PJMC,2030,USENSYS,PJM,full-current-policies
14,0.1565241280209048,PJMD,2030,USENSYS,PJM,full-current-policies
15,0.1801544422641288,PJME,2030,USENSYS,PJM,full-current-policies
16,0.1599205832247145,PJMW,2030,USENSYS,PJM,full-current-policies
17,0.1388373280140064,RMRG,2030,USENSYS,WECC,full-current-policies
18,0.1488474297151711,SPPC,2030,USENSYS,SPP,full-current-policies
19,0.1445371742278354,SPPN,2030,USENSYS,SPP,full-current-policies
20,0.145317564943541,SPPS,2030,USENSYS,SPP,full-current-policies
21,0.1661321511957939,SRCA,2030,USENSYS,SOU,full-current-policies
22,0.1678752139954263,SRCE,2030,USENSYS,MISO,full-current-policies
23,0.1611530451754721,SRSE,2030,USENSYS,SOU,full-current-policies
24,0.1516671648556246,SRSG,2030,USENSYS,WECC,full-current-policies
25,0.1681251866176144,TRE,2030,USENSYS,TRE,full-current-policies
26,0.1464543237649453,TREW,2030,USENSYS,TRE,full-current-policies
1,1.1879732421439793,BASN,2035,USENSYS,WECC,full-current-policies
2,1.22244052548924,CANO,2035,USENSYS,CA,full-current-policies
3,1.253897719921283,CASO,2035,USENSYS,CA,full-current-policies
4,1.5097374277411404,FRCC,2035,USENSYS,SOU,full-current-policies
5,946.9119582078486,ISNE,2035,USENSYS,NE,full-current-policies
6,1.3176100325230071,MISC,2035,USENSYS,MISO,full-current-policies
7,2179.3808897783365,MISE,2035,USENSYS,MISO,full-current-policies
8,1.2210824778849076,MISS,2035,USENSYS,MISO,full-current-policies
9,13560.891685205466,MISW,2035,USENSYS,MISO,full-current-policies
10,51792.66774365828,NWPP,2035,USENSYS,WECC,full-current-policies
11,1.1806806000089314,NYCW,2035,USENSYS,NE,full-current-policies
12,1.113347877196885,NYUP,2035,USENSYS,NE,full-current-policies
13,1.217103761588474,PJMC,2035,USENSYS,PJM,full-current-policies
14,0.8775670886852703,PJMD,2035,USENSYS,PJM,full-current-policies
15,1.1545284812034908,PJME,2035,USENSYS,PJM,full-current-policies
16,1.32583714057343,PJMW,2035,USENSYS,PJM,full-current-policies
17,1.16236968623481,RMRG,2035,USENSYS,WECC,full-current-policies
18,1.1969112930381598,SPPC,2035,USENSYS,SPP,full-current-policies
19,1.1243700885608647,SPPN,2035,USENSYS,SPP,full-current-policies
20,1.2421253525456708,SPPS,2035,USENSYS,SPP,full-current-policies
21,1.352454380850327,SRCA,2035,USENSYS,SOU,full-current-policies
22,1.382026581244998,SRCE,2035,USENSYS,MISO,full-current-policies
23,1.468215529650741,SRSE,2035,USENSYS,SOU,full-current-policies
24,1.1450642741969803,SRSG,2035,USENSYS,WECC,full-current-policies
25,1.4765842939729927,TRE,2035,USENSYS,TRE,full-current-policies
26,1.1183519916321727,TREW,2035,USENSYS,TRE,full-current-policies
1,1.3742055689383044,BASN,2040,USENSYS,WECC,full-current-policies
2,1.5903192318456794,CANO,2040,USENSYS,CA,full-current-policies
3,1.6238381373323476,CASO,2040,USENSYS,CA,full-current-policies
4,1741.1004921030583,FRCC,2040,USENSYS,SOU,full-current-policies
5,1072.2063836518098,ISNE,2040,USENSYS,NE,full-current-policies
6,1.60080512107999,MISC,2040,USENSYS,MISO,full-current-policies
7,2426.256037605862,MISE,2040,USENSYS,MISO,full-current-policies
8,1.5026096688842907,MISS,2040,USENSYS,MISO,full-current-policies
9,8269.32535184218,MISW,2040,USENSYS,MISO,full-current-policies
10,115517.32591410528,NWPP,2040,USENSYS,WECC,full-current-policies
11,2.475578722235982,NYCW,2040,USENSYS,NE,full-current-policies
12,1.889303845758735,NYUP,2040,USENSYS,NE,full-current-policies
13,4053.731950000965,PJMC,2040,USENSYS,PJM,full-current-policies
14,1562.7510148596791,PJMD,2040,USENSYS,PJM,full-current-policies
15,2.60470750345443,PJME,2040,USENSYS,PJM,full-current-policies
16,2985.839006064039,PJMW,2040,USENSYS,PJM,full-current-policies
17,1.2724010768731389,RMRG,2040,USENSYS,WECC,full-current-policies
18,1.7112212105639155,SPPC,2040,USENSYS,SPP,full-current-policies
19,1.51111788013244,SPPN,2040,USENSYS,SPP,full-current-policies
20,1.34737767147196,SPPS,2040,USENSYS,SPP,full-current-policies
21,197.67436123780237,SRCA,2040,USENSYS,SOU,full-current-policies
22,1.3921561823439266,SRCE,2040,USENSYS,MISO,full-current-policies
23,656.2886778608266,SRSE,2040,USENSYS,SOU,full-current-policies
24,1.3873032566632757,SRSG,2040,USENSYS,WECC,full-current-policies
25,4268.017920624842,TRE,2040,USENSYS,TRE,full-current-policies
26,1.679591821994024,TREW,2040,USENSYS,TRE,full-current-policies
1,1.28970286485307,BASN,2045,USENSYS,WECC,full-current-policies
2,1.25092080993795,CANO,2045,USENSYS,CA,full-current-policies
3,1.2201668282473463,CASO,2045,USENSYS,CA,full-current-policies
4,855.1642565140752,FRCC,2045,USENSYS,SOU,full-current-policies
5,887.9762733803606,ISNE,2045,USENSYS,NE,full-current-policies
6,1.383727468555937,MISC,2045,USENSYS,MISO,full-current-policies
7,2999.206086284527,MISE,2045,USENSYS,MISO,full-current-policies
8,1.3829805844531875,MISS,2045,USENSYS,MISO,full-current-policies
9,13908.72523016621,MISW,2045,USENSYS,MISO,full-current-policies
10,26137.266032109277,NWPP,2045,USENSYS,WECC,full-current-policies
11,1.1748544546017623,NYCW,2045,USENSYS,NE,full-current-policies
12,1.2143861018478328,NYUP,2045,USENSYS,NE,full-current-policies
13,1.2955027069839715,PJMC,2045,USENSYS,PJM,full-current-policies
14,3532.554527518768,PJMD,2045,USENSYS,PJM,full-current-policies
15,1.3324505370401358,PJME,2045,USENSYS,PJM,full-current-policies
16,1927.8266903389108,PJMW,2045,USENSYS,PJM,full-current-policies
17,1.2759466414417588,RMRG,2045,USENSYS,WECC,full-current-policies
18,1.2525120326267447,SPPC,2045,USENSYS,SPP,full-current-policies
19,1.2385873529530869,SPPN,2045,USENSYS,SPP,full-current-policies
20,1.2669129030620176,SPPS,2045,USENSYS,SPP,full-current-policies
21,139.60562914714916,SRCA,2045,USENSYS,SOU,full-current-policies
22,1.3785236686320104,SRCE,2045,USENSYS,MISO,full-current-policies
23,1431.6070962626434,SRSE,2045,USENSYS,SOU,full-current-policies
24,1.217556479507814,SRSG,2045,USENSYS,WECC,full-current-policies
25,8510.502976676426,TRE,2045,USENSYS,TRE,full-current-policies
26,1.3512456003876545,TREW,2045,USENSYS,TRE,full-current-policies
1,1.3888185669768132,BASN,2050,USENSYS,WECC,full-current-policies
2,1.4560403240223176,CANO,2050,USENSYS,CA,full-current-policies
3,1.4310643656607551,CASO,2050,USENSYS,CA,full-current-policies
4,502.2513285260592,FRCC,2050,USENSYS,SOU,full-current-policies
5,309.25407179984416,ISNE,2050,USENSYS,NE,full-current-policies
6,1.5276296845255248,MISC,2050,USENSYS,MISO,full-current-policies
7,10839.593463747968,MISE,2050,USENSYS,MISO,full-current-policies
8,1.5445304820797965,MISS,2050,USENSYS,MISO,full-current-policies
9,2161.2659803033853,MISW,2050,USENSYS,MISO,full-current-policies
10,45617.21786012928,NWPP,2050,USENSYS,WECC,full-current-policies
11,1.695430710990309,NYCW,2050,USENSYS,NE,full-current-policies
12,1.713900719136097,NYUP,2050,USENSYS,NE,full-current-policies
13,3463.5749635069187,PJMC,2050,USENSYS,PJM,full-current-policies
14,273.0116950677429,PJMD,2050,USENSYS,PJM,full-current-policies
15,1.9253727603697937,PJME,2050,USENSYS,PJM,full-current-policies
16,53.03359900617624,PJMW,2050,USENSYS,PJM,full-current-policies
17,1.429579109604264,RMRG,2050,USENSYS,WECC,full-current-policies
18,1.644552586060882,SPPC,2050,USENSYS,SPP,full-current-policies
19,1.582644038117304,SPPN,2050,USENSYS,SPP,full-current-policies
20,1.5534708696207866,SPPS,2050,USENSYS,SPP,full-current-policies
21,5159.333952586168,SRCA,2050,USENSYS,SOU,full-current-policies
22,1.5539779411872308,SRCE,2050,USENSYS,MISO,full-current-policies
23,1685.7014834345666,SRSE,2050,USENSYS,SOU,full-current-policies
24,1.4294642609832633,SRSG,2050,USENSYS,WECC,full-current-policies
25,9035.17391570173,TRE,2050,USENSYS,TRE,full-current-policies
26,1.60656195449541,TREW,2050,USENSYS,TRE,full-current-policies
1,0.4611143505183923,BASN,2027,GenX,WECC,full-current-policies-commit
2,0.4648528477129179,CANO,2027,GenX,CA,full-current-policies-commit
3,0.4408488477896423,CASO,2027,GenX,CA,full-current-policies-commit
4,0.4954142561547595,FRCC,2027,GenX,SOU,full-current-policies-commit
5,6664.655958999181,ISNE,2027,GenX,NE,full-current-policies-commit
6,0.5216820612741939,MISC,2027,GenX,MISO,full-current-policies-commit
7,0.5124965595869233,MISE,2027,GenX,MISO,full-current-policies-commit
8,0.5077566799201763,MISS,2027,GenX,MISO,full-current-policies-commit
9,0.5224289184691451,MISW,2027,GenX,MISO,full-current-policies-commit
10,0.4712996968908981,NWPP,2027,GenX,WECC,full-current-policies-commit
11,1407.0742969390355,NYCW,2027,GenX,NE,full-current-policies-commit
12,0.4237165089045256,NYUP,2027,GenX,NE,full-current-policies-commit
13,0.469083817096761,PJMC,2027,GenX,PJM,full-current-policies-commit
14,0.4217009856901593,PJMD,2027,GenX,PJM,full-current-policies-commit
15,0.405950444999781,PJME,2027,GenX,PJM,full-current-policies-commit
16,0.4844195234381602,PJMW,2027,GenX,PJM,full-current-policies-commit
17,0.4436732538264378,RMRG,2027,GenX,WECC,full-current-policies-commit
18,0.4595035913165176,SPPC,2027,GenX,SPP,full-current-policies-commit
19,0.4568053667450423,SPPN,2027,GenX,SPP,full-current-policies-commit
20,0.4719508618625476,SPPS,2027,GenX,SPP,full-current-policies-commit
21,0.4750397164127864,SRCA,2027,GenX,SOU,full-current-policies-commit
22,0.479576756952664,SRCE,2027,GenX,MISO,full-current-policies-commit
23,0.5128714323140737,SRSE,2027,GenX,SOU,full-current-policies-commit
24,0.4710733375643139,SRSG,2027,GenX,WECC,full-current-policies-commit
25,0.5371864396492114,TRE,2027,GenX,TRE,full-current-policies-commit
26,0.4594643906343527,TREW,2027,GenX,TRE,full-current-policies-commit
1,0.4369273060740806,BASN,2030,GenX,WECC,full-current-policies-commit
2,0.4218303074467623,CANO,2030,GenX,CA,full-current-policies-commit
3,0.4365154909577479,CASO,2030,GenX,CA,full-current-policies-commit
4,0.4440540355512686,FRCC,2030,GenX,SOU,full-current-policies-commit
5,39614.64850226724,ISNE,2030,GenX,NE,full-current-policies-commit
6,0.4055768180889822,MISC,2030,GenX,MISO,full-current-policies-commit
7,22.89114518077277,MISE,2030,GenX,MISO,full-current-policies-commit
8,0.4218997757227776,MISS,2030,GenX,MISO,full-current-policies-commit
9,0.4119653291868115,MISW,2030,GenX,MISO,full-current-policies-commit
10,0.3720309804783619,NWPP,2030,GenX,WECC,full-current-policies-commit
11,2427.187169457322,NYCW,2030,GenX,NE,full-current-policies-commit
12,0.3668621812503139,NYUP,2030,GenX,NE,full-current-policies-commit
13,0.4427917805992689,PJMC,2030,GenX,PJM,full-current-policies-commit
14,0.3911304634170677,PJMD,2030,GenX,PJM,full-current-policies-commit
15,0.4920770473564646,PJME,2030,GenX,PJM,full-current-policies-commit
16,0.4117068328059799,PJMW,2030,GenX,PJM,full-current-policies-commit
17,0.3836858639782916,RMRG,2030,GenX,WECC,full-current-policies-commit
18,0.3981659299626896,SPPC,2030,GenX,SPP,full-current-policies-commit
19,0.3805659326774971,SPPN,2030,GenX,SPP,full-current-policies-commit
20,0.4116827423706938,SPPS,2030,GenX,SPP,full-current-policies-commit
21,0.4223919644945425,SRCA,2030,GenX,SOU,full-current-policies-commit
22,0.4195019892479025,SRCE,2030,GenX,MISO,full-current-policies-commit
23,0.4906507586606874,SRSE,2030,GenX,SOU,full-current-policies-commit
24,0.4275512818214206,SRSG,2030,GenX,WECC,full-current-policies-commit
25,0.4891257164958393,TRE,2030,GenX,TRE,full-current-policies-commit
26,0.4093956211368253,TREW,2030,GenX,TRE,full-current-policies-commit
1,0.8980964911206114,BASN,2035,GenX,WECC,full-current-policies-commit
2,0.986076200275631,CANO,2035,GenX,CA,full-current-policies-commit
3,0.8604060623293155,CASO,2035,GenX,CA,full-current-policies-commit
4,1.117888424696126,FRCC,2035,GenX,SOU,full-current-policies-commit
5,67157.45676884722,ISNE,2035,GenX,NE,full-current-policies-commit
6,1.027088239760081,MISC,2035,GenX,MISO,full-current-policies-commit
7,2868.0185239336056,MISE,2035,GenX,MISO,full-current-policies-commit
8,0.9620867781545646,MISS,2035,GenX,MISO,full-current-policies-commit
9,12718.909784688783,MISW,2035,GenX,MISO,full-current-policies-commit
10,4951.839580009286,NWPP,2035,GenX,WECC,full-current-policies-commit
11,22905.33768910718,NYCW,2035,GenX,NE,full-current-policies-commit
12,1.1617036394825435,NYUP,2035,GenX,NE,full-current-policies-commit
13,1.1194772044348256,PJMC,2035,GenX,PJM,full-current-policies-commit
14,1.1978324120529331,PJMD,2035,GenX,PJM,full-current-policies-commit
15,2336.871235034605,PJME,2035,GenX,PJM,full-current-policies-commit
16,1.08457843404142,PJMW,2035,GenX,PJM,full-current-policies-commit
17,0.9031532252476876,RMRG,2035,GenX,WECC,full-current-policies-commit
18,1.0914939258998375,SPPC,2035,GenX,SPP,full-current-policies-commit
19,1.0683975659029543,SPPN,2035,GenX,SPP,full-current-policies-commit
