tech_type,planning_year,model,value,resource_name,case
Natural Gas CT,2040,GenX,522.9297506314756,FRCC_natural_gas_fired_combustion_turbine_2,full-base-200
Nuclear,2040,GenX,29897300.51420344,FRCC_nuclear_1,full-base-200
Solar,2040,GenX,18124800.67865658,FRCC_solar_photovoltaic_1,full-base-200
Battery,2040,GenX,0.0,ISNE_batteries_1,full-base-200
Hydro,2040,GenX,1818273.9227624703,ISNE_conventional_hydroelectric_1,full-base-200
Coal,2040,GenX,0.0,ISNE_conventional_steam_coal_1,full-base-200
Coal,2040,GenX,0.0,ISNE_conventional_steam_coal_2,full-base-200
Hydro,2040,GenX,4432427.124775004,ISNE_hydroelectric_pumped_storage_1,full-base-200
Natural Gas CC,2040,GenX,798188.3735025278,ISNE_natural_gas_fired_combined_cycle_1,full-base-200
Natural Gas CC,2040,GenX,6866765.414423967,ISNE_natural_gas_fired_combined_cycle_2,full-base-200
Natural Gas CT,2040,GenX,145812.76677830255,ISNE_natural_gas_fired_combustion_turbine_1,full-base-200
Natural Gas CT,2040,GenX,21447.724621643894,ISNE_natural_gas_fired_combustion_turbine_2,full-base-200
Nuclear,2040,GenX,25916667.30360188,ISNE_nuclear_1,full-base-200
Wind,2040,GenX,98757.68477925751,ISNE_offshore_wind_turbine_1,full-base-200
Wind,2040,GenX,2338101.8912728154,ISNE_onshore_wind_turbine_1,full-base-200
Hydro,2040,GenX,1981324.79999993,ISNE_small_hydroelectric_1,full-base-200
Solar,2040,GenX,4695488.763641222,ISNE_solar_photovoltaic_1,full-base-200
Battery,2040,GenX,0.0,MISC_batteries_1,full-base-200
Hydro,2040,GenX,780775.28734035,MISC_conventional_hydroelectric_1,full-base-200
Coal,2040,GenX,454.7957834347464,MISC_conventional_steam_coal_1,full-base-200
Coal,2040,GenX,552.6162096690374,MISC_conventional_steam_coal_2,full-base-200
Hydro,2040,GenX,1363422.299821002,MISC_hydroelectric_pumped_storage_1,full-base-200
Natural Gas CC,2040,GenX,448521.5267841567,MISC_natural_gas_fired_combined_cycle_1,full-base-200
Natural Gas CC,2040,GenX,3528509.543298844,MISC_natural_gas_fired_combined_cycle_2,full-base-200
Natural Gas CT,2040,GenX,58004.221940463576,MISC_natural_gas_fired_combustion_turbine_1,full-base-200
Natural Gas CT,2040,GenX,335420.52871237806,MISC_natural_gas_fired_combustion_turbine_2,full-base-200
Nuclear,2040,GenX,17604192.367379725,MISC_nuclear_1,full-base-200
Wind,2040,GenX,11961035.412338052,MISC_onshore_wind_turbine_1,full-base-200
Hydro,2040,GenX,122304.0,MISC_small_hydroelectric_1,full-base-200
Solar,2040,GenX,7828265.106273704,MISC_solar_photovoltaic_1,full-base-200
Battery,2040,GenX,0.0,MISE_batteries_1,full-base-200
Hydro,2040,GenX,0.0,MISE_conventional_hydroelectric_1,full-base-200
Coal,2040,GenX,652.4517715297691,MISE_conventional_steam_coal_1,full-base-200
Coal,2040,GenX,0.0,MISE_conventional_steam_coal_2,full-base-200
Hydro,2040,GenX,5447206.191417125,MISE_hydroelectric_pumped_storage_1,full-base-200
Natural Gas CC,2040,GenX,3284780.2313841875,MISE_natural_gas_fired_combined_cycle_1,full-base-200
Natural Gas CC,2040,GenX,212459.62748509983,MISE_natural_gas_fired_combined_cycle_2,full-base-200
Natural Gas CT,2040,GenX,10539.471951747675,MISE_natural_gas_fired_combustion_turbine_1,full-base-200
Natural Gas CT,2040,GenX,198150.4944052686,MISE_natural_gas_fired_combustion_turbine_2,full-base-200
Nuclear,2040,GenX,9263263.056588026,MISE_nuclear_1,full-base-200
Wind,2040,GenX,8338834.433134347,MISE_onshore_wind_turbine_1,full-base-200
Hydro,2040,GenX,99590.40000000288,MISE_small_hydroelectric_1,full-base-200
Solar,2040,GenX,2338887.922011848,MISE_solar_photovoltaic_1,full-base-200
Battery,2040,GenX,0.0,MISS_batteries_1,full-base-200
Hydro,2040,GenX,992138.667897554,MISS_conventional_hydroelectric_1,full-base-200
Coal,2040,GenX,400.3595161189321,MISS_conventional_steam_coal_1,full-base-200
Coal,2040,GenX,459.7048038348171,MISS_conventional_steam_coal_2,full-base-200
Natural Gas CC,2040,GenX,17049875.054386552,MISS_natural_gas_fired_combined_cycle_1,full-base-200
Natural Gas CC,2040,GenX,133481.60991473496,MISS_natural_gas_fired_combined_cycle_2,full-base-200
Natural Gas CT,2040,GenX,82121.1067837982,MISS_natural_gas_fired_combustion_turbine_1,full-base-200
Natural Gas CT,2040,GenX,11382.253205693603,MISS_natural_gas_fired_combustion_turbine_2,full-base-200
Nuclear,2040,GenX,40652149.982683055,MISS_nuclear_1,full-base-200
Wind,2040,GenX,279712.7813487624,MISS_onshore_wind_turbine_1,full-base-200
Hydro,2040,GenX,22713.599999998078,MISS_small_hydroelectric_1,full-base-200
Solar,2040,GenX,4501911.688499452,MISS_solar_photovoltaic_1,full-base-200
Battery,2040,GenX,0.0,MISW_batteries_1,full-base-200
Hydro,2040,GenX,190081.0884943988,MISW_conventional_hydroelectric_1,full-base-200
Coal,2040,GenX,308601.3144852029,MISW_conventional_steam_coal_1,full-base-200
Coal,2040,GenX,132.04946682753896,MISW_conventional_steam_coal_2,full-base-200
Natural Gas CC,2040,GenX,419884.4250907358,MISW_natural_gas_fired_combined_cycle_1,full-base-200
Natural Gas CC,2040,GenX,6597218.725979681,MISW_natural_gas_fired_combined_cycle_2,full-base-200
Natural Gas CT,2040,GenX,2203.271463284761,MISW_natural_gas_fired_combustion_turbine_1,full-base-200
Natural Gas CT,2040,GenX,506561.6828231922,MISW_natural_gas_fired_combustion_turbine_2,full-base-200
Natural Gas CT,2040,GenX,86973.60180314002,MISW_natural_gas_fired_combustion_turbine_3,full-base-200
Nuclear,2040,GenX,20565402.27800674,MISW_nuclear_1,full-base-200
Wind,2040,GenX,41512568.663312905,MISW_onshore_wind_turbine_1,full-base-200
Hydro,2040,GenX,3303081.5999998725,MISW_small_hydroelectric_1,full-base-200
Solar,2040,GenX,5892559.918523934,MISW_solar_photovoltaic_1,full-base-200
Battery,2040,GenX,0.0,NWPP_batteries_1,full-base-200
Hydro,2040,GenX,132859940.41086634,NWPP_conventional_hydroelectric_1,full-base-200
Coal,2040,GenX,72028.34764141362,NWPP_conventional_steam_coal_1,full-base-200
Coal,2040,GenX,4147.336641037485,NWPP_conventional_steam_coal_2,full-base-200
Geothermal,2040,GenX,175090.6428958351,NWPP_geothermal_1,full-base-200
Hydro,2040,GenX,913632.7308972976,NWPP_hydroelectric_pumped_storage_1,full-base-200
Natural Gas CC,2040,GenX,2703043.804647857,NWPP_natural_gas_fired_combined_cycle_1,full-base-200
Natural Gas CC,2040,GenX,3275852.70290505,NWPP_natural_gas_fired_combined_cycle_2,full-base-200
Natural Gas CT,2040,GenX,42034.09332957457,NWPP_natural_gas_fired_combustion_turbine_1,full-base-200
Natural Gas CT,2040,GenX,0.0,NWPP_natural_gas_fired_combustion_turbine_2,full-base-200
Nuclear,2040,GenX,8343602.920255475,NWPP_nuclear_1,full-base-200
Wind,2040,GenX,9333031.299308917,NWPP_onshore_wind_turbine_1,full-base-200
Hydro,2040,GenX,3584380.7999994927,NWPP_small_hydroelectric_1,full-base-200
Solar,2040,GenX,3131788.067862622,NWPP_solar_photovoltaic_1,full-base-200
Battery,2040,GenX,0.0,NYCW_batteries_1,full-base-200
Natural Gas CC,2040,GenX,1956489.4880473816,NYCW_natural_gas_fired_combined_cycle_1,full-base-200
Natural Gas CC,2040,GenX,2193286.7530544885,NYCW_natural_gas_fired_combined_cycle_2,full-base-200
Natural Gas CT,2040,GenX,0.0,NYCW_natural_gas_fired_combustion_turbine_1,full-base-200
Natural Gas CT,2040,GenX,177323.13827603837,NYCW_natural_gas_fired_combustion_turbine_2,full-base-200
Natural Gas CT,2040,GenX,284367.2724145116,NYCW_natural_gas_fired_combustion_turbine_3,full-base-200
Solar,2040,GenX,219826.1560821216,NYCW_solar_photovoltaic_1,full-base-200
Battery,2040,GenX,0.0,NYUP_batteries_1,full-base-200
Hydro,2040,GenX,16906884.047634576,NYUP_conventional_hydroelectric_1,full-base-200
Hydro,2040,GenX,3676100.6044497024,NYUP_hydroelectric_pumped_storage_1,full-base-200
Natural Gas CC,2040,GenX,5520231.521600317,NYUP_natural_gas_fired_combined_cycle_1,full-base-200
Natural Gas CC,2040,GenX,330080.0174950597,NYUP_natural_gas_fired_combined_cycle_2,full-base-200
Natural Gas CT,2040,GenX,0.0,NYUP_natural_gas_fired_combustion_turbine_1,full-base-200
Natural Gas CT,2040,GenX,6409.551615695103,NYUP_natural_gas_fired_combustion_turbine_2,full-base-200
Nuclear,2040,GenX,26045107.452210955,NYUP_nuclear_1,full-base-200
Wind,2040,GenX,4282118.024113922,NYUP_onshore_wind_turbine_1,full-base-200
Hydro,2040,GenX,3105648.0,NYUP_small_hydroelectric_1,full-base-200
Solar,2040,GenX,3125644.753458734,NYUP_solar_photovoltaic_1,full-base-200
Battery,2040,GenX,0.0,PJMC_batteries_1,full-base-200
Hydro,2040,GenX,28539.81167210141,PJMC_conventional_hydroelectric_1,full-base-200
Coal,2040,GenX,0.0,PJMC_conventional_steam_coal_1,full-base-200
Coal,2040,GenX,0.0,PJMC_conventional_steam_coal_2,full-base-200
Natural Gas CC,2040,GenX,6914526.352733693,PJMC_natural_gas_fired_combined_cycle_1,full-base-200
Natural Gas CC,2040,GenX,7868.770898669272,PJMC_natural_gas_fired_combined_cycle_2,full-base-200
Natural Gas CT,2040,GenX,15516.122103820537,PJMC_natural_gas_fired_combustion_turbine_1,full-base-200
Natural Gas CT,2040,GenX,385661.024033838,PJMC_natural_gas_fired_combustion_turbine_2,full-base-200
Nuclear,2040,GenX,82188370.87636112,PJMC_nuclear_1,full-base-200
Wind,2040,GenX,5621939.693510904,PJMC_onshore_wind_turbine_1,full-base-200
Hydro,2040,GenX,77750.40000000011,PJMC_small_hydroelectric_1,full-base-200
Solar,2040,GenX,584234.9977404089,PJMC_solar_photovoltaic_1,full-base-200
Battery,2040,GenX,0.0,PJMD_batteries_1,full-base-200
Hydro,2040,GenX,590889.4497950452,PJMD_conventional_hydroelectric_1,full-base-200
Coal,2040,GenX,0.0,PJMD_conventional_steam_coal_1,full-base-200
Coal,2040,GenX,24691.556159179447,PJMD_conventional_steam_coal_2,full-base-200
Hydro,2040,GenX,7887806.351199156,PJMD_hydroelectric_pumped_storage_1,full-base-200
Natural Gas CC,2040,GenX,8035714.861572974,PJMD_natural_gas_fired_combined_cycle_1,full-base-200
Natural Gas CC,2040,GenX,267647.21430721803,PJMD_natural_gas_fired_combined_cycle_2,full-base-200
Natural Gas CT,2040,GenX,76153.69715872304,PJMD_natural_gas_fired_combustion_turbine_1,full-base-200
Natural Gas CT,2040,GenX,9651.964935880942,PJMD_natural_gas_fired_combustion_turbine_2,full-base-200
Natural Gas CT,2040,GenX,199675.6117206977,PJMD_natural_gas_fired_combustion_turbine_3,full-base-200
Nuclear,2040,GenX,29717073.9368272,PJMD_nuclear_1,full-base-200
Wind,2040,GenX,328717.91446761694,PJMD_onshore_wind_turbine_1,full-base-200
Hydro,2040,GenX,33196.80000000102,PJMD_small_hydroelectric_1,full-base-200
Solar,2040,GenX,10077822.96912822,PJMD_solar_photovoltaic_1,full-base-200
Battery,2040,GenX,0.0,PJME_batteries_1,full-base-200
Hydro,2040,GenX,1638768.428594628,PJME_conventional_hydroelectric_1,full-base-200
Coal,2040,GenX,63508.59995208381,PJME_conventional_steam_coal_1,full-base-200
Coal,2040,GenX,15845.547399435629,PJME_conventional_steam_coal_2,full-base-200
Hydro,2040,GenX,5097650.437711435,PJME_hydroelectric_pumped_storage_1,full-base-200
Natural Gas CC,2040,GenX,418318.88432949904,PJME_natural_gas_fired_combined_cycle_1,full-base-200
Natural Gas CC,2040,GenX,39667287.71838146,PJME_natural_gas_fired_combined_cycle_2,full-base-200
Natural Gas CT,2040,GenX,2385.9158133125457,PJME_natural_gas_fired_combustion_turbine_1,full-base-200
Natural Gas CT,2040,GenX,233529.6206148665,PJME_natural_gas_fired_combustion_turbine_2,full-base-200
Natural Gas CT,2040,GenX,70570.06649717463,PJME_natural_gas_fired_combustion_turbine_3,full-base-200
Nuclear,2040,GenX,103294810.06957866,PJME_nuclear_1,full-base-200
Wind,2040,GenX,1196881.9133946784,PJME_onshore_wind_turbine_1,full-base-200
Hydro,2040,GenX,598416.0,PJME_small_hydroelectric_1,full-base-200
Solar,2040,GenX,3977835.3365113176,PJME_solar_photovoltaic_1,full-base-200
Battery,2040,GenX,0.0,PJMW_batteries_1,full-base-200
Hydro,2040,GenX,1563416.2859656618,PJMW_conventional_hydroelectric_1,full-base-200
Coal,2040,GenX,496.7218403628772,PJMW_conventional_steam_coal_1,full-base-200
Coal,2040,GenX,0.0,PJMW_conventional_steam_coal_2,full-base-200
Coal,2040,GenX,406.6882812911006,PJMW_conventional_steam_coal_3,full-base-200
Hydro,2040,GenX,620836.595321319,PJMW_hydroelectric_pumped_storage_1,full-base-200
Natural Gas CC,2040,GenX,14323122.554388257,PJMW_natural_gas_fired_combined_cycle_1,full-base-200
Natural Gas CC,2040,GenX,179713.63465212777,PJMW_natural_gas_fired_combined_cycle_2,full-base-200
Natural Gas CT,2040,GenX,9169.284944324729,PJMW_natural_gas_fired_combustion_turbine_1,full-base-200
Natural Gas CT,2040,GenX,313735.7548690747,PJMW_natural_gas_fired_combustion_turbine_2,full-base-200
Natural Gas CT,2040,GenX,0.0,PJMW_natural_gas_fired_combustion_turbine_3,full-base-200
Nuclear,2040,GenX,50325790.39796278,PJMW_nuclear_1,full-base-200
Wind,2040,GenX,5634277.853739902,PJMW_onshore_wind_turbine_1,full-base-200
Hydro,2040,GenX,1373299.199999776,PJMW_small_hydroelectric_1,full-base-200
Solar,2040,GenX,8453690.501498915,PJMW_solar_photovoltaic_1,full-base-200
Battery,2040,GenX,0.0,RMRG_batteries_1,full-base-200
Hydro,2040,GenX,1304871.6084603078,RMRG_conventional_hydroelectric_1,full-base-200
Coal,2040,GenX,37404.16900244154,RMRG_conventional_steam_coal_1,full-base-200
Coal,2040,GenX,18673.81510756358,RMRG_conventional_steam_coal_2,full-base-200
Hydro,2040,GenX,1733200.6078785956,RMRG_hydroelectric_pumped_storage_1,full-base-200
Natural Gas CC,2040,GenX,334231.3061236612,RMRG_natural_gas_fired_combined_cycle_1,full-base-200
Natural Gas CC,2040,GenX,1005125.6923132844,RMRG_natural_gas_fired_combined_cycle_2,full-base-200
Natural Gas CT,2040,GenX,79798.59897054291,RMRG_natural_gas_fired_combustion_turbine_1,full-base-200
Natural Gas CT,2040,GenX,6113.559802883448,RMRG_natural_gas_fired_combustion_turbine_2,full-base-200
Wind,2040,GenX,23796599.66901196,RMRG_onshore_wind_turbine_1,full-base-200
Hydro,2040,GenX,860496.0,RMRG_small_hydroelectric_1,full-base-200
Solar,2040,GenX,4671342.829211075,RMRG_solar_photovoltaic_1,full-base-200
Battery,2040,GenX,0.0,SPPC_batteries_1,full-base-200
Hydro,2040,GenX,48296.48582982468,SPPC_conventional_hydroelectric_1,full-base-200
Coal,2040,GenX,417.6378087126188,SPPC_conventional_steam_coal_1,full-base-200
Coal,2040,GenX,31549.60807998643,SPPC_conventional_steam_coal_2,full-base-200
Natural Gas CC,2040,GenX,1071770.764801268,SPPC_natural_gas_fired_combined_cycle_1,full-base-200
Natural Gas CC,2040,GenX,57992.68686536636,SPPC_natural_gas_fired_combined_cycle_2,full-base-200
Natural Gas CT,2040,GenX,68117.48382387175,SPPC_natural_gas_fired_combustion_turbine_1,full-base-200
Natural Gas CT,2040,GenX,0.0,SPPC_natural_gas_fired_combustion_turbine_2,full-base-200
Natural Gas CT,2040,GenX,10412.5971591181,SPPC_natural_gas_fired_combustion_turbine_3,full-base-200
Nuclear,2040,GenX,8621730.973801762,SPPC_nuclear_1,full-base-200
Wind,2040,GenX,21875431.80593384,SPPC_onshore_wind_turbine_1,full-base-200
Hydro,2040,GenX,0.0,SPPC_small_hydroelectric_1,full-base-200
Solar,2040,GenX,149441.78268465857,SPPC_solar_photovoltaic_1,full-base-200
Battery,2040,GenX,0.0,SPPN_batteries_1,full-base-200
Hydro,2040,GenX,7679797.186096371,SPPN_conventional_hydroelectric_1,full-base-200
Coal,2040,GenX,4865.35662718051,SPPN_conventional_steam_coal_1,full-base-200
Coal,2040,GenX,240.0423016337042,SPPN_conventional_steam_coal_2,full-base-200
Natural Gas CC,2040,GenX,167204.63728076738,SPPN_natural_gas_fired_combined_cycle_1,full-base-200
Natural Gas CC,2040,GenX,80693.15743261443,SPPN_natural_gas_fired_combined_cycle_2,full-base-200
Natural Gas CT,2040,GenX,189393.68437019747,SPPN_natural_gas_fired_combustion_turbine_1,full-base-200
Natural Gas CT,2040,GenX,526.2550204340266,SPPN_natural_gas_fired_combustion_turbine_2,full-base-200
Nuclear,2040,GenX,5159073.495842152,SPPN_nuclear_1,full-base-200
Wind,2040,GenX,17220958.26853477,SPPN_onshore_wind_turbine_1,full-base-200
Hydro,2040,GenX,380889.6000000097,SPPN_small_hydroelectric_1,full-base-200
Solar,2040,GenX,210352.96213333745,SPPN_solar_photovoltaic_1,full-base-200
Battery,2040,GenX,0.0,SPPS_batteries_1,full-base-200
Hydro,2040,GenX,2068100.8017166136,SPPS_conventional_hydroelectric_1,full-base-200
Coal,2040,GenX,448.8897909232799,SPPS_conventional_steam_coal_1,full-base-200
Coal,2040,GenX,390.3149347265096,SPPS_conventional_steam_coal_2,full-base-200
Hydro,2040,GenX,1384715.0657999218,SPPS_hydroelectric_pumped_storage_1,full-base-200
Natural Gas CC,2040,GenX,273184.50818996946,SPPS_natural_gas_fired_combined_cycle_1,full-base-200
Natural Gas CC,2040,GenX,6307472.9432987785,SPPS_natural_gas_fired_combined_cycle_2,full-base-200
Natural Gas CT,2040,GenX,9438.118388543284,SPPS_natural_gas_fired_combustion_turbine_1,full-base-200
Natural Gas CT,2040,GenX,143471.52671800516,SPPS_natural_gas_fired_combustion_turbine_2,full-base-200
Natural Gas CT,2040,GenX,1113.3707273612752,SPPS_natural_gas_fired_combustion_turbine_3,full-base-200
Wind,2040,GenX,47578767.90730695,SPPS_onshore_wind_turbine_1,full-base-200
Hydro,2040,GenX,343324.799999944,SPPS_small_hydroelectric_1,full-base-200
Solar,2040,GenX,630589.5512072932,SPPS_solar_photovoltaic_1,full-base-200
Battery,2040,GenX,0.0,SRCA_batteries_1,full-base-200
Hydro,2040,GenX,1639664.793862891,SRCA_conventional_hydroelectric_1,full-base-200
Coal,2040,GenX,413.0677613855621,SRCA_conventional_steam_coal_1,full-base-200
Coal,2040,GenX,0.0,SRCA_conventional_steam_coal_2,full-base-200
Hydro,2040,GenX,7208698.540909404,SRCA_hydroelectric_pumped_storage_1,full-base-200
Natural Gas CC,2040,GenX,7894557.138775278,SRCA_natural_gas_fired_combined_cycle_1,full-base-200
Natural Gas CC,2040,GenX,26178.2208830059,SRCA_natural_gas_fired_combined_cycle_2,full-base-200
Natural Gas CT,2040,GenX,693.1855594947862,SRCA_natural_gas_fired_combustion_turbine_1,full-base-200
Natural Gas CT,2040,GenX,338680.54720990127,SRCA_natural_gas_fired_combustion_turbine_2,full-base-200
Nuclear,2040,GenX,97953878.41447002,SRCA_nuclear_1,full-base-200
Hydro,2040,GenX,260332.8000000104,SRCA_small_hydroelectric_1,full-base-200
Solar,2040,GenX,16129518.736787554,SRCA_solar_photovoltaic_1,full-base-200
Battery,2040,GenX,0.0,SRCE_batteries_1,full-base-200
Hydro,2040,GenX,11153780.176953286,SRCE_conventional_hydroelectric_1,full-base-200
Coal,2040,GenX,502.5988963475496,SRCE_conventional_steam_coal_1,full-base-200
Coal,2040,GenX,463.9669369022398,SRCE_conventional_steam_coal_2,full-base-200
Hydro,2040,GenX,4724734.132098051,SRCE_hydroelectric_pumped_storage_1,full-base-200
Natural Gas CC,2040,GenX,1529290.7034431372,SRCE_natural_gas_fired_combined_cycle_1,full-base-200
Natural Gas CC,2040,GenX,8313557.480029509,SRCE_natural_gas_fired_combined_cycle_2,full-base-200
Natural Gas CT,2040,GenX,92482.18841106237,SRCE_natural_gas_fired_combustion_turbine_1,full-base-200
Natural Gas CT,2040,GenX,10187.703685774768,SRCE_natural_gas_fired_combustion_turbine_2,full-base-200
Natural Gas CT,2040,GenX,1001.3997143716616,SRCE_natural_gas_fired_combustion_turbine_3,full-base-200
Nuclear,2040,GenX,64158226.66894,SRCE_nuclear_1,full-base-200
Wind,2040,GenX,0.0,SRCE_onshore_wind_turbine_1,full-base-200
Hydro,2040,GenX,355555.2000000576,SRCE_small_hydroelectric_1,full-base-200
Solar,2040,GenX,3647170.886700029,SRCE_solar_photovoltaic_1,full-base-200
Battery,2040,GenX,0.0,SRSE_batteries_1,full-base-200
Hydro,2040,GenX,4510251.935746484,SRSE_conventional_hydroelectric_1,full-base-200
Coal,2040,GenX,502.5401179782087,SRSE_conventional_steam_coal_1,full-base-200
Coal,2040,GenX,410.887763885482,SRSE_conventional_steam_coal_2,full-base-200
Hydro,2040,GenX,4903773.617921807,SRSE_hydroelectric_pumped_storage_1,full-base-200
Natural Gas CC,2040,GenX,15585894.575396648,SRSE_natural_gas_fired_combined_cycle_1,full-base-200
Natural Gas CC,2040,GenX,83988.64883983175,SRSE_natural_gas_fired_combined_cycle_2,full-base-200
Natural Gas CT,2040,GenX,3317.6739574143503,SRSE_natural_gas_fired_combustion_turbine_1,full-base-200
Natural Gas CT,2040,GenX,6224.135768552896,SRSE_natural_gas_fired_combustion_turbine_2,full-base-200
Nuclear,2040,GenX,64722596.6005049,SRSE_nuclear_1,full-base-200
Hydro,2040,GenX,27955.19999999896,SRSE_small_hydroelectric_1,full-base-200
Solar,2040,GenX,13924073.834401043,SRSE_solar_photovoltaic_1,full-base-200
Battery,2040,GenX,0.0,SRSG_batteries_1,full-base-200
Hydro,2040,GenX,5262031.706404389,SRSG_conventional_hydroelectric_1,full-base-200
Coal,2040,GenX,12108.1640426299,SRSG_conventional_steam_coal_1,full-base-200
Coal,2040,GenX,7504.914740343637,SRSG_conventional_steam_coal_2,full-base-200
Geothermal,2040,GenX,517469.9477194851,SRSG_geothermal_1,full-base-200
Hydro,2040,GenX,652725.3623748275,SRSG_hydroelectric_pumped_storage_1,full-base-200
Natural Gas CC,2040,GenX,9315113.631683726,SRSG_natural_gas_fired_combined_cycle_1,full-base-200
Natural Gas CC,2040,GenX,424319.30230553134,SRSG_natural_gas_fired_combined_cycle_2,full-base-200
Natural Gas CT,2040,GenX,80192.65995182481,SRSG_natural_gas_fired_combustion_turbine_1,full-base-200
Natural Gas CT,2040,GenX,11403.3170294938,SRSG_natural_gas_fired_combustion_turbine_2,full-base-200
Nuclear,2040,GenX,28587817.10788291,SRSG_nuclear_1,full-base-200
Wind,2040,GenX,10155520.209638463,SRSG_onshore_wind_turbine_1,full-base-200
Hydro,2040,GenX,446409.5999999371,SRSG_small_hydroelectric_1,full-base-200
Solar,2040,GenX,17858010.515953824,SRSG_solar_photovoltaic_1,full-base-200
Battery,2040,GenX,0.0,TRE_batteries_1,full-base-200
Hydro,2040,GenX,296670.9759662214,TRE_conventional_hydroelectric_1,full-base-200
Coal,2040,GenX,447.7807196686434,TRE_conventional_steam_coal_1,full-base-200
Coal,2040,GenX,397.0029560338656,TRE_conventional_steam_coal_2,full-base-200
Natural Gas CC,2040,GenX,17766375.315980587,TRE_natural_gas_fired_combined_cycle_1,full-base-200
Natural Gas CC,2040,GenX,51509.79600191307,TRE_natural_gas_fired_combined_cycle_2,full-base-200
Natural Gas CT,2040,GenX,310972.81236774696,TRE_natural_gas_fired_combustion_turbine_1,full-base-200
Natural Gas CT,2040,GenX,85058.20350261043,TRE_natural_gas_fired_combustion_turbine_2,full-base-200
Nuclear,2040,GenX,35137218.39954835,TRE_nuclear_1,full-base-200
Wind,2040,GenX,25450960.988521148,TRE_onshore_wind_turbine_1,full-base-200
Hydro,2040,GenX,31449.600000001232,TRE_small_hydroelectric_1,full-base-200
